Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,DeliveryTime
39115,CA-2013-138478,2013-10-22,2013-10-27,Second Class,DP-13390,Dennis Pardue,Home Office,North Las Vegas,Nevada,United States,89031.0,US,West,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,4535.976,3,0.2,1644.2913,431.68,Medium,5
28515,IN-2013-52552,2013-10-21,2013-10-24,Second Class,MM-17260,Magdelene Morse,Consumer,Tianjin,Tianjin,China,,APAC,North Asia,TEC-PH-10003891,Technology,Phones,"Cisco Audio Dock, with Caller ID",910.35,5,0.0,391.35,259.57,Critical,3
26229,IN-2013-18805,2013-10-24,2013-10-24,Same Day,EH-14125,Eugene Hildebrand,Home Office,Kota Kinabalu,Sabah,Malaysia,,APAC,Southeast Asia,TEC-PH-10002742,Technology,Phones,"Motorola Audio Dock, Cordless",881.1,5,0.0,184.95,208.56,High,0
34097,CA-2013-153318,2013-10-26,2013-10-29,First Class,JS-15595,Jill Stevenson,Corporate,Miami,Florida,United States,33180.0,US,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,783.96,5,0.2,78.396,202.09,High,3
25419,IN-2013-44936,2013-10-25,2013-10-30,Standard Class,BM-11140,Becky Martin,Consumer,Sydney,New South Wales,Australia,,APAC,Oceania,OFF-ST-10002292,Office Supplies,Storage,"Fellowes Lockers, Single Width",1679.616,9,0.1,-149.364,201.82,High,5
29532,IN-2013-16712,2013-10-22,2013-10-24,Second Class,JL-15175,James Lanier,Home Office,Kendari,Sulawesi Tenggara,Indonesia,,APAC,Southeast Asia,FUR-BO-10004771,Furniture,Bookcases,"Ikea Classic Bookcase, Traditional",1148.7825,3,0.07,172.9125,201.68,High,2
19932,ES-2013-4643172,2013-10-23,2013-10-27,Standard Class,MV-17485,Mark Van Huff,Consumer,Barakaldo,Basque Country,Spain,,EU,South,TEC-MA-10003557,Technology,Machines,"Panasonic Inkjet, Durable",1123.956,4,0.1,124.836,172.48,High,4
4551,MX-2013-165071,2013-10-23,2013-10-28,Standard Class,DJ-13630,Doug Jacobs,Consumer,Montenegro,Quindío,Colombia,,LATAM,South,OFF-AP-10001041,Office Supplies,Appliances,"Hoover Stove, White",1888.7,5,0.0,887.6,171.57,Medium,5
27123,IN-2013-69128,2013-10-23,2013-10-28,Standard Class,KD-16270,Karen Daniels,Consumer,Dongguan,Guangdong,China,,APAC,North Asia,FUR-TA-10004342,Furniture,Tables,"Chromcraft Round Table, with Bottom Storage",1961.82,6,0.3,420.3,160.54,Medium,5
28158,IN-2013-34968,2013-10-27,2013-10-29,Second Class,CR-12625,Corey Roper,Home Office,Surat,Gujarat,India,,APAC,Central Asia,FUR-BO-10004679,Furniture,Bookcases,"Safco Library with Doors, Pine",1564.56,4,0.0,172.08,160.28,High,2
