Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,DeliveryTime
26341,IN-2013-77878,2013-02-05,2013-02-07,Second Class,JR-16210,Justin Ritter,Corporate,Wollongong,New South Wales,Australia,,APAC,Oceania,FUR-CH-10003950,Furniture,Chairs,"Novimex Executive Leather Armchair, Black",3709.395,9,0.1,-288.765,923.63,Critical,2
13528,ES-2013-2860574,2013-02-27,2013-03-01,Second Class,LB-16795,Laurel Beltran,Home Office,Edinburgh,Scotland,United Kingdom,,EU,North,OFF-AP-10003590,Office Supplies,Appliances,"KitchenAid Refrigerator, Black",5273.7,10,0.0,1898.4,730.91,High,2
50593,EG-2013-4530,2013-02-05,2013-02-07,Second Class,MT-8070,Michelle Tran,Home Office,Girga,Suhaj,Egypt,,Africa,Africa,FUR-SAU-10004653,Furniture,Bookcases,"Sauder Classic Bookcase, Traditional",2615.94,6,0.0,1072.44,384.41,Critical,2
20867,ID-2013-58642,2013-02-21,2013-02-22,First Class,PK-19075,Pete Kriz,Consumer,Perth,Western Australia,Australia,,APAC,Oceania,FUR-TA-10003222,Furniture,Tables,"Barricks Wood Table, with Bottom Storage",1809.255,5,0.3,-258.495,339.47,High,1
48509,CD-2013-4900,2013-02-14,2013-02-16,Second Class,SM-10320,Sean Miller,Home Office,Koumra,Mandoul,Chad,,Africa,Africa,OFF-SME-10000538,Office Supplies,Storage,"Smead File Cart, Single Width",1288.8,10,0.0,90.0,296.08,Critical,2
47566,MO-2013-60,2013-02-08,2013-02-09,First Class,GP-4740,Guy Phonely,Corporate,Casablanca,Grand Casablanca,Morocco,,Africa,Africa,OFF-HOO-10001783,Office Supplies,Appliances,"Hoover Microwave, Red",1234.56,4,0.0,246.84,284.7,Critical,1
38490,CA-2013-110492,2013-02-12,2013-02-14,First Class,JS-15880,John Stevenson,Consumer,Atlanta,Georgia,United States,30318.0,US,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,1350.12,6,0.0,175.5156,273.44,Critical,2
47567,MO-2013-60,2013-02-08,2013-02-09,First Class,GP-4740,Guy Phonely,Corporate,Casablanca,Grand Casablanca,Morocco,,Africa,Africa,TEC-CIS-10001938,Technology,Phones,"Cisco Audio Dock, VoIP",1457.28,8,0.0,568.32,262.66,Critical,1
6479,MX-2013-140382,2013-02-26,2013-03-01,First Class,SM-20005,Sally Matthias,Consumer,Santo André,São Paulo,Brazil,,LATAM,South,FUR-TA-10001229,Furniture,Tables,"Chromcraft Computer Table, Rectangular",1411.2,6,0.2,405.72,262.11,Medium,3
29782,IN-2013-48324,2013-02-27,2013-03-04,Standard Class,DK-12895,Dana Kaydos,Consumer,Jakarta,Jakarta,Indonesia,,APAC,Southeast Asia,TEC-CO-10003819,Technology,Copiers,"Sharp Copy Machine, High-Speed",1781.136,8,0.07,-134.064,255.36,High,5
