Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,DeliveryTime
40936,CA-2012-116638,2012-01-28,2012-01-31,Second Class,JH-15985,Joseph Holt,Consumer,Concord,North Carolina,United States,28027.0,US,South,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,4297.644,13,0.4,-1862.3124,865.74,Critical,3
23815,IN-2012-57025,2012-01-11,2012-01-15,Standard Class,PM-18940,Paul MacIntyre,Consumer,Tasikmalaya,Jawa Barat,Indonesia,,APAC,Southeast Asia,FUR-BO-10004679,Furniture,Bookcases,"Safco Library with Doors, Pine",3637.602,10,0.07,156.402,487.86,High,4
17534,IT-2012-3796476,2012-01-16,2012-01-18,First Class,CC-12610,Corey Catlett,Corporate,Iserlohn,North Rhine-Westphalia,Germany,,EU,Central,OFF-AP-10001527,Office Supplies,Appliances,"Hamilton Beach Microwave, Black",2283.714,9,0.1,-0.216,337.07,High,2
29626,ID-2012-39903,2012-01-02,2012-01-06,Standard Class,JS-15595,Jill Stevenson,Corporate,Medan,Sumatera Utara,Indonesia,,APAC,Southeast Asia,OFF-AP-10004964,Office Supplies,Appliances,"Hoover Stove, White",2821.7178,6,0.17,339.8778,301.26,High,4
18994,ES-2012-2287053,2012-01-10,2012-01-11,First Class,CS-11950,Carlos Soltero,Consumer,Haninge,Stockholm,Sweden,,EU,North,OFF-AP-10004201,Office Supplies,Appliances,"Breville Refrigerator, White",1293.675,5,0.5,-776.325,274.58,Critical,1
21435,IN-2012-12589,2012-01-26,2012-01-26,Same Day,TG-21640,Trudy Glocke,Consumer,Kuantan,Pahang,Malaysia,,APAC,Southeast Asia,FUR-BO-10000666,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Mobile",1014.72,7,0.0,141.96,222.52,High,0
42735,CT-2012-4590,2012-01-28,2012-01-30,Second Class,SC-10725,Steven Cartwright,Consumer,Bangui,Bangui,Central African Republic,,Africa,Africa,TEC-MEM-10002005,Technology,Accessories,"Memorex Router, Erganomic",976.08,4,0.0,292.8,217.62,Critical,2
22197,IN-2012-51173,2012-01-13,2012-01-18,Standard Class,TC-21145,Theresa Coyne,Corporate,Melbourne,Victoria,Australia,,APAC,Oceania,TEC-MA-10003351,Technology,Machines,"Okidata Card Printer, White",1411.344,9,0.1,486.054,213.5,High,5
15270,ES-2012-5100288,2012-01-07,2012-01-10,First Class,GR-14560,Georgia Rosenberg,Corporate,Oslo,Oslo,Norway,,EU,North,TEC-CO-10004662,Technology,Copiers,"Hewlett Fax Machine, Color",964.08,3,0.0,337.41,212.76,Medium,3
29624,ID-2012-39903,2012-01-02,2012-01-06,Standard Class,JS-15595,Jill Stevenson,Corporate,Medan,Sumatera Utara,Indonesia,,APAC,Southeast Asia,OFF-ST-10002395,Office Supplies,Storage,"Rogers Lockers, Single Width",1229.6865,7,0.17,399.9765,200.9,High,4
27347,IN-2012-37411,2012-01-17,2012-01-20,Second Class,GA-14725,Guy Armstrong,Consumer,Jiangdu,Jiangsu,China,,APAC,North Asia,TEC-PH-10002652,Technology,Phones,"Cisco Smart Phone, Cordless",2605.92,4,0.0,364.8,188.37,Medium,3
4597,MX-2012-143196,2012-01-10,2012-01-15,Standard Class,NM-18520,Neoma Murray,Consumer,Monterrey,Nuevo León,Mexico,,LATAM,North,FUR-BO-10000891,Furniture,Bookcases,"Ikea Classic Bookcase, Pine",1321.92,6,0.2,33.0,181.12,High,5
636,MX-2012-148404,2012-01-25,2012-01-26,First Class,RD-19930,Russell D'Ascenzo,Consumer,Villa Alemana,Valparaíso,Chile,,LATAM,South,OFF-ST-10004381,Office Supplies,Storage,"Smead Lockers, Industrial",795.6,6,0.0,190.92,177.15,High,1
13598,ES-2012-5120264,2012-01-13,2012-01-16,First Class,JL-15175,James Lanier,Home Office,Carlisle,England,United Kingdom,,EU,North,TEC-MA-10003927,Technology,Machines,"StarTech Inkjet, Wireless",1207.08,4,0.0,36.12,171.96,Medium,3
5569,MX-2012-165330,2012-01-08,2012-01-13,Standard Class,PF-19225,Phillip Flathmann,Consumer,Reynosa,Tamaulipas,Mexico,,LATAM,North,FUR-BO-10000567,Furniture,Bookcases,"Sauder Classic Bookcase, Traditional",2092.752,9,0.2,52.272,169.93,Medium,5
26893,ID-2012-45930,2012-01-10,2012-01-14,Second Class,RS-19765,Roland Schwarz,Corporate,Baguio City,Cordillera,Philippines,,APAC,Southeast Asia,OFF-AP-10003511,Office Supplies,Appliances,"Cuisinart Microwave, Black",1181.0325,5,0.15,138.8325,167.74,Medium,4
24518,IN-2012-35990,2012-01-12,2012-01-19,Standard Class,AG-10270,Alejandro Grove,Consumer,Shantou,Guangdong,China,,APAC,North Asia,FUR-BO-10002308,Furniture,Bookcases,"Safco Floating Shelf Set, Metal",1962.0,10,0.0,392.4,162.76,Medium,7
49559,IZ-2012-4970,2012-01-22,2012-01-27,Second Class,CS-2490,Cindy Schnelling,Corporate,Ad Diwaniyah,Al Qadisiyah,Iraq,,EMEA,EMEA,OFF-HAM-10004674,Office Supplies,Appliances,"Hamilton Beach Stove, Silver",1086.18,2,0.0,412.74,143.64,Medium,5
16066,IT-2012-5303768,2012-01-23,2012-01-27,Standard Class,SC-20230,Scot Coram,Corporate,Dos Hermanas,Andalusía,Spain,,EU,South,FUR-TA-10000323,Furniture,Tables,"Lesro Round Table, Fully Assembled",1451.136,8,0.6,-362.784,138.34,Medium,4
34006,CA-2012-121797,2012-01-30,2012-02-06,Standard Class,CC-12145,Charles Crestani,Consumer,Los Angeles,California,United States,90049.0,US,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.976,3,0.2,215.9973,130.61,Medium,7
28019,IN-2012-35143,2012-01-23,2012-01-27,Second Class,RO-19780,Rose O'Brian,Consumer,Kollam,Kerala,India,,APAC,Central Asia,OFF-AP-10002312,Office Supplies,Appliances,"KitchenAid Refrigerator, Black",2636.85,5,0.0,580.05,127.71,Medium,4
14466,ES-2012-1001305,2012-01-03,2012-01-05,First Class,LC-17140,Logan Currie,Consumer,Ponferrada,Castile and León,Spain,,EU,South,OFF-ST-10004855,Office Supplies,Storage,"Smead Lockers, Industrial",358.02,2,0.1,71.58,124.98,Critical,2
36352,CA-2012-141243,2012-01-03,2012-01-08,Second Class,AH-10465,Amy Hunt,Consumer,Dallas,Texas,United States,75217.0,US,Central,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,1352.3976,9,0.32,-437.5404,119.72,Medium,5
9931,MX-2012-168697,2012-01-02,2012-01-04,First Class,BD-11725,Bruce Degenhardt,Consumer,Soyapango,San Salvador,El Salvador,,LATAM,Central,OFF-ST-10002251,Office Supplies,Storage,"Fellowes Shelving, Wire Frame",417.34,11,0.0,208.56,117.54,High,2
13242,ES-2012-2522806,2012-01-12,2012-01-17,Standard Class,KL-16555,Kelly Lampkin,Corporate,Vienna,Vienna,Austria,,EU,Central,TEC-CO-10004005,Technology,Copiers,"Sharp Copy Machine, Laser",1195.2,5,0.0,155.25,102.41,Medium,5
