Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,DeliveryTime
22096,IN-2014-11763,2014-01-31,2014-02-01,First Class,JS-15685,Jim Sink,Corporate,Townsville,Queensland,Australia,,APAC,Oceania,TEC-CO-10000865,Technology,Copiers,"Brother Fax Machine, High-Speed",2565.594,9,0.1,28.404,766.93,Critical,1
15380,ES-2014-2637201,2014-01-14,2014-01-18,Standard Class,PO-18865,Patrick O'Donnell,Consumer,Stockton-on-Tees,England,United Kingdom,,EU,North,TEC-CO-10000013,Technology,Copiers,"Brother Fax Machine, Laser",4141.02,13,0.0,1697.67,668.96,High,4
25314,IN-2014-66615,2014-01-18,2014-01-23,Standard Class,DB-13405,Denny Blanton,Consumer,Wuxi,Jiangsu,China,,APAC,North Asia,FUR-CH-10000027,Furniture,Chairs,"SAFCO Executive Leather Armchair, Black",5049.0,11,0.0,656.37,595.5,High,5
37817,CA-2014-138289,2014-01-17,2014-01-19,Second Class,AR-10540,Andy Reiter,Consumer,Jackson,Michigan,United States,49201.0,US,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,5443.96,4,0.0,2504.2216,567.95,High,2
32274,CA-2014-159366,2014-01-08,2014-01-11,First Class,BW-11110,Bart Watters,Corporate,Detroit,Michigan,United States,48205.0,US,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,2,0.1,679.996,471.22,Medium,3
46219,LH-2014-5390,2014-01-28,2014-01-30,Second Class,JC-6105,Julie Creighton,Corporate,Vilnius,Vilnius,Lithuania,,EMEA,EMEA,FUR-BAR-10003532,Furniture,Tables,"Barricks Conference Table, Rectangular",2171.16,8,0.7,-2750.28,390.09,High,2
15132,ES-2014-5345830,2014-01-14,2014-01-16,First Class,MG-17695,Maureen Gnade,Consumer,Turin,Piedmont,Italy,,EU,South,TEC-CO-10002663,Technology,Copiers,"Sharp Wireless Fax, Laser",2847.36,8,0.0,711.84,350.68,High,2
39609,US-2014-105935,2014-01-27,2014-02-01,Standard Class,BD-11500,Bradley Drucker,Consumer,Columbus,Georgia,United States,31907.0,US,South,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,2939.93,7,0.0,764.3818,343.25,High,5
27537,IN-2014-27303,2014-01-30,2014-02-03,Standard Class,RA-19885,Ruben Ausman,Corporate,Beijing,Beijing,China,,APAC,North Asia,FUR-CH-10000602,Furniture,Chairs,"Novimex Executive Leather Armchair, Red",2301.0,5,0.0,91.95,313.45,High,4
19882,ES-2014-5474746,2014-01-03,2014-01-04,Same Day,RD-19585,Rob Dowd,Consumer,Torrevieja,Valenciana,Spain,,EU,South,TEC-CO-10004089,Technology,Copiers,"Canon Copy Machine, Laser",2097.12,8,0.0,188.64,273.57,High,1
37917,US-2014-167402,2014-01-14,2014-01-19,Second Class,CP-12085,Cathy Prescott,Corporate,Springfield,Missouri,United States,65807.0,US,Central,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164.05,5,0.0,83.281,262.42,Medium,5
34064,CA-2014-167752,2014-01-16,2014-01-19,First Class,RW-19690,Robert Waldorf,Consumer,Philadelphia,Pennsylvania,United States,19134.0,US,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16,8,0.2,312.676,259.62,High,3
1500,MX-2014-124002,2014-01-08,2014-01-13,Standard Class,VT-21700,Valerie Takahito,Home Office,Brasília,Federal District,Brazil,,LATAM,South,TEC-PH-10000419,Technology,Phones,"Apple Smart Phone, Full Size",3393.12,8,0.0,101.76,258.84,Medium,5
23842,IN-2014-46777,2014-01-25,2014-01-29,Standard Class,KD-16345,Katherine Ducich,Consumer,Surat,Gujarat,India,,APAC,Central Asia,FUR-BO-10003282,Furniture,Bookcases,"Ikea Classic Bookcase, Mobile",2485.62,6,0.0,795.24,248.41,Medium,4
18667,ES-2014-5576647,2014-01-31,2014-02-04,Standard Class,DJ-13420,Denny Joy,Corporate,Annecy-le-Vieux,Rhône-Alpes,France,,EU,Central,TEC-MA-10001009,Technology,Machines,"Panasonic Inkjet, Red",2102.832,8,0.15,321.552,246.17,High,4
24646,IN-2014-25014,2014-01-29,2014-02-02,Standard Class,AH-10585,Angele Hood,Consumer,Townsville,Queensland,Australia,,APAC,Oceania,FUR-BO-10003282,Furniture,Bookcases,"Ikea Classic Bookcase, Mobile",1864.215,5,0.1,455.565,239.83,High,4
43835,MZ-2014-5860,2014-01-20,2014-01-25,Second Class,CC-2475,Cindy Chapman,Consumer,Matola,Maputo,Mozambique,,Africa,Africa,FUR-SAF-10002112,Furniture,Chairs,"SAFCO Executive Leather Armchair, Set of Two",1854.72,4,0.0,778.92,236.26,Medium,5
25705,IN-2014-61967,2014-01-18,2014-01-22,Standard Class,MG-17890,Michael Granlund,Home Office,Lahore,Punjab,Pakistan,,APAC,Central Asia,OFF-AP-10003963,Office Supplies,Appliances,"Breville Microwave, Silver",2117.22,14,0.5,-1736.28,223.13,High,4
40787,CA-2014-111738,2014-01-04,2014-01-08,Standard Class,CM-12385,Christopher Martinez,Consumer,San Francisco,California,United States,94110.0,US,West,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,2022.272,8,0.2,682.5168,215.83,Medium,4
15424,ES-2014-2067525,2014-01-28,2014-02-04,Standard Class,IG-15085,Ivan Gibson,Consumer,Bourg-en-Bresse,Rhône-Alpes,France,,EU,Central,FUR-BO-10004053,Furniture,Bookcases,"Dania Library with Doors, Metal",977.022,3,0.1,271.332,214.21,Low,7
23824,IN-2014-29774,2014-01-31,2014-02-01,First Class,RR-19525,Rick Reed,Corporate,Shanghai,Shanghai,China,,APAC,North Asia,TEC-CO-10001626,Technology,Copiers,"Brother Copy Machine, Color",791.19,3,0.0,126.54,206.41,Critical,1
31009,IN-2014-86684,2014-01-28,2014-01-30,Second Class,CG-12040,Catherine Glotzbach,Home Office,Wellington,Wellington,New Zealand,,APAC,Oceania,FUR-BO-10000892,Furniture,Bookcases,"Bush Corner Shelving, Mobile",759.06,6,0.0,15.12,206.28,Critical,2
24647,IN-2014-25014,2014-01-29,2014-02-02,Standard Class,AH-10585,Angele Hood,Consumer,Townsville,Queensland,Australia,,APAC,Oceania,FUR-BO-10004842,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Pine",1028.16,8,0.1,274.08,198.47,High,4
17167,ES-2014-5077395,2014-01-23,2014-01-24,First Class,KM-16720,Kunst Miller,Consumer,Rostock,Mecklenburg-Vorpommern,Germany,,EU,Central,TEC-CO-10004662,Technology,Copiers,"Hewlett Fax Machine, Color",642.72,2,0.0,224.94,197.18,Critical,1
39566,CA-2014-121790,2014-01-31,2014-02-07,Standard Class,LP-17095,Liz Preis,Consumer,Aurora,Illinois,United States,60505.0,US,Central,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,2003.168,4,0.2,250.396,186.65,Medium,7
11278,ES-2014-3898009,2014-01-24,2014-01-27,First Class,MA-17560,Matt Abelman,Home Office,Dortmund,North Rhine-Westphalia,Germany,,EU,Central,OFF-AR-10001720,Office Supplies,Art,"Stanley Canvas, Blue",346.29,7,0.0,55.23,169.71,Critical,3
47188,IZ-2014-8540,2014-01-24,2014-01-29,Second Class,JL-5505,Jeremy Lonsdale,Consumer,Baghdad,Baghdad,Iraq,,EMEA,EMEA,OFF-ROG-10003993,Office Supplies,Storage,"Rogers File Cart, Single Width",1699.56,12,0.0,441.72,160.99,Medium,5
