Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,DeliveryTime
20266,ES-2013-3042991,2013-03-20,2013-03-23,Second Class,CC-12370,Christopher Conant,Consumer,Preston,England,United Kingdom,,EU,North,OFF-AP-10002397,Office Supplies,Appliances,"Breville Microwave, White",2698.65,9,0.0,890.46,369.98,High,3
13787,IT-2013-5930911,2013-03-19,2013-03-19,Same Day,MV-17485,Mark Van Huff,Consumer,Saint-Chamond,Rhône-Alpes,France,,EU,Central,OFF-ST-10000288,Office Supplies,Storage,"Fellowes Lockers, Industrial",748.116,4,0.1,282.516,253.03,Critical,0
35697,CA-2013-131737,2013-03-18,2013-03-18,Same Day,GZ-14470,Gary Zandusky,Consumer,Columbia,Maryland,United States,21044.0,US,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,901.95,3,0.0,297.6435,214.01,High,0
45067,SF-2013-2200,2013-03-20,2013-03-23,First Class,LD-6855,Lela Donovan,Corporate,Pretoria,Gauteng,South Africa,,Africa,Africa,TEC-HEW-10003695,Technology,Copiers,"Hewlett Wireless Fax, Digital",1519.32,4,0.0,182.28,198.39,Critical,3
21317,IN-2013-65075,2013-03-23,2013-03-27,Standard Class,GZ-14470,Gary Zandusky,Consumer,Ludhiana,Punjab,India,,APAC,Central Asia,TEC-AC-10004108,Technology,Accessories,"Memorex Router, USB",2217.78,9,0.0,775.98,166.98,Medium,4
8108,MX-2013-131842,2013-03-19,2013-03-23,Standard Class,MS-17830,Melanie Seite,Consumer,Santa Ana,Santa Ana,El Salvador,,LATAM,Central,FUR-BO-10001739,Furniture,Bookcases,"Dania Classic Bookcase, Mobile",1653.12,6,0.0,297.48,139.51,Medium,4
35698,CA-2013-131737,2013-03-18,2013-03-18,Same Day,GZ-14470,Gary Zandusky,Consumer,Columbia,Maryland,United States,21044.0,US,East,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,971.5,5,0.0,252.59,111.76,High,0
21027,IN-2013-45902,2013-03-21,2013-03-25,Standard Class,NK-18490,Neil Knudson,Home Office,Mildura,Victoria,Australia,,APAC,Oceania,FUR-CH-10002091,Furniture,Chairs,"Harbour Creations Swivel Stool, Set of Two",820.665,5,0.1,218.715,105.45,High,4
48448,IR-2013-390,2013-03-22,2013-03-22,Same Day,JG-5160,James Galang,Consumer,Kazerun,Fars,Iran,,EMEA,EMEA,FUR-HON-10004137,Furniture,Chairs,"Hon Rocking Chair, Set of Two",265.74,2,0.0,77.04,104.59,Critical,0
1466,US-2013-138758,2013-03-23,2013-03-25,First Class,MC-17575,Matt Collins,Consumer,San Miguelito,Panama,Panama,,LATAM,Central,TEC-CO-10003694,Technology,Copiers,"Brother Wireless Fax, Color",454.779,3,0.402,-260.121,99.09,High,2
