Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,DeliveryTime
17534,IT-2012-3796476,2012-01-16,2012-01-18,First Class,CC-12610,Corey Catlett,Corporate,Iserlohn,North Rhine-Westphalia,Germany,,EU,Central,OFF-AP-10001527,Office Supplies,Appliances,"Hamilton Beach Microwave, Black",2283.714,9,0.1,-0.216,337.07,High,2
27347,IN-2012-37411,2012-01-17,2012-01-20,Second Class,GA-14725,Guy Armstrong,Consumer,Jiangdu,Jiangsu,China,,APAC,North Asia,TEC-PH-10002652,Technology,Phones,"Cisco Smart Phone, Cordless",2605.92,4,0.0,364.8,188.37,Medium,3
49559,IZ-2012-4970,2012-01-22,2012-01-27,Second Class,CS-2490,Cindy Schnelling,Corporate,Ad Diwaniyah,Al Qadisiyah,Iraq,,EMEA,EMEA,OFF-HAM-10004674,Office Supplies,Appliances,"Hamilton Beach Stove, Silver",1086.18,2,0.0,412.74,143.64,Medium,5
19175,ES-2012-3185515,2012-01-20,2012-01-26,Standard Class,VD-21670,Valerie Dominguez,Consumer,Northampton,England,United Kingdom,,EU,North,TEC-PH-10002935,Technology,Phones,"Samsung Smart Phone, VoIP",636.24,1,0.0,19.08,82.4,Medium,6
17535,IT-2012-3796476,2012-01-16,2012-01-18,First Class,CC-12610,Corey Catlett,Corporate,Iserlohn,North Rhine-Westphalia,Germany,,EU,Central,FUR-CH-10001237,Furniture,Chairs,"Hon Swivel Stool, Black",435.294,3,0.1,86.994,78.08,High,2
26169,IN-2012-14052,2012-01-16,2012-01-21,Second Class,TT-21460,Tonja Turnell,Home Office,Kuala Lumpur,Kuala Lumpur,Malaysia,,APAC,Southeast Asia,TEC-CO-10002376,Technology,Copiers,"Hewlett Fax Machine, Laser",639.84,2,0.0,307.08,74.09,Medium,5
41353,TS-2012-3120,2012-01-21,2012-01-23,First Class,GM-4680,Greg Matthias,Consumer,Tunis,Tunis,Tunisia,,Africa,Africa,TEC-SHA-10001231,Technology,Copiers,"Sharp Wireless Fax, Color",357.36,1,0.0,117.9,73.41,High,2
30440,IN-2012-84773,2012-01-16,2012-01-21,Second Class,EM-13960,Eric Murdock,Consumer,Lower Hutt,Wellington,New Zealand,,APAC,Oceania,TEC-PH-10004553,Technology,Phones,"Cisco Audio Dock, VoIP",728.64,4,0.0,225.84,69.53,Medium,5
29182,ID-2012-75925,2012-01-19,2012-01-25,Standard Class,PL-18925,Paul Lucas,Home Office,Huainan,Anhui,China,,APAC,North Asia,TEC-CO-10001407,Technology,Copiers,"Canon Ink, Digital",587.16,4,0.0,146.76,67.02,Medium,6
27334,IN-2012-29228,2012-01-20,2012-01-25,Standard Class,AR-10510,Andrew Roberts,Consumer,Wollongong,New South Wales,Australia,,APAC,Oceania,FUR-BO-10000210,Furniture,Bookcases,"Ikea Library with Doors, Pine",656.532,2,0.1,145.872,62.29,Medium,5
27337,IN-2012-29228,2012-01-20,2012-01-25,Standard Class,AR-10510,Andrew Roberts,Consumer,Wollongong,New South Wales,Australia,,APAC,Oceania,OFF-AP-10002090,Office Supplies,Appliances,"Hamilton Beach Refrigerator, Red",900.234,2,0.1,260.034,55.23,Medium,5
11748,ES-2012-1513143,2012-01-16,2012-01-18,Second Class,HM-14980,Henry MacAllister,Consumer,Rome,Lazio,Italy,,EU,South,FUR-FU-10001200,Furniture,Furnishings,"Tenex Photo Frame, Erganomic",302.76,6,0.0,5.94,46.81,High,2
8993,MX-2012-105032,2012-01-18,2012-01-22,Standard Class,MC-17575,Matt Collins,Consumer,Goiânia,Goiás,Brazil,,LATAM,South,FUR-FU-10002422,Furniture,Furnishings,"Eldon Photo Frame, Duo Pack",271.46,7,0.0,10.78,45.03,High,4
20724,IN-2012-27975,2012-01-16,2012-01-21,Standard Class,PB-19150,Philip Brown,Consumer,Shanghai,Shanghai,China,,APAC,North Asia,TEC-PH-10004221,Technology,Phones,"Samsung Speaker Phone, Cordless",504.36,4,0.0,201.72,43.36,Medium,5
7561,MX-2012-169761,2012-01-18,2012-01-20,Second Class,KB-16315,Karl Braun,Consumer,Nueva Gerona,Isla de la Juventud,Cuba,,LATAM,Caribbean,OFF-AP-10000621,Office Supplies,Appliances,"KitchenAid Microwave, Silver",622.14,3,0.0,298.62,43.1,Medium,2
43907,RS-2012-3460,2012-01-16,2012-01-22,Standard Class,FO-4305,Frank Olsen,Consumer,Chelyabinsk,Chelyabinsk,Russia,,EMEA,EMEA,TEC-OKI-10003050,Technology,Machines,"Okidata Card Printer, White",1045.44,6,0.0,355.32,42.92,Medium,6
42831,IZ-2012-1710,2012-01-17,2012-01-22,Standard Class,CP-2340,Christine Phan,Corporate,Baghdad,Baghdad,Iraq,,EMEA,EMEA,TEC-CIS-10001661,Technology,Phones,"Cisco Signal Booster, VoIP",303.84,2,0.0,18.18,42.86,Medium,5
19062,ES-2012-5659427,2012-01-18,2012-01-22,Standard Class,JJ-15760,Joel Jenkins,Home Office,Vienna,Vienna,Austria,,EU,Central,OFF-ST-10000085,Office Supplies,Storage,"Rogers File Cart, Single Width",852.48,6,0.0,136.26,42.21,Medium,4
27346,IN-2012-37411,2012-01-17,2012-01-20,Second Class,GA-14725,Guy Armstrong,Consumer,Jiangdu,Jiangsu,China,,APAC,North Asia,FUR-CH-10004863,Furniture,Chairs,"SAFCO Swivel Stool, Black",496.53,3,0.0,238.32,40.77,Medium,3
29181,ID-2012-75925,2012-01-19,2012-01-25,Standard Class,PL-18925,Paul Lucas,Home Office,Huainan,Anhui,China,,APAC,North Asia,TEC-PH-10003488,Technology,Phones,"Nokia Signal Booster, VoIP",409.77,3,0.0,69.66,39.34,Medium,6
11749,ES-2012-1513143,2012-01-16,2012-01-18,Second Class,HM-14980,Henry MacAllister,Consumer,Rome,Lazio,Italy,,EU,South,TEC-PH-10004028,Technology,Phones,"Apple Headset, Full Size",223.65,5,0.4,-85.8,33.95,High,2
20723,IN-2012-27975,2012-01-16,2012-01-21,Standard Class,PB-19150,Philip Brown,Consumer,Shanghai,Shanghai,China,,APAC,North Asia,TEC-CO-10002379,Technology,Copiers,"Canon Copy Machine, Digital",785.34,3,0.0,94.23,33.34,Medium,5
14159,ES-2012-1667548,2012-01-18,2012-01-22,Standard Class,SC-20695,Steve Chapman,Corporate,East Kilbride,Scotland,United Kingdom,,EU,North,TEC-PH-10000026,Technology,Phones,"Nokia Office Telephone, Cordless",339.9,5,0.0,30.45,32.09,High,4
19671,ES-2012-2716574,2012-01-16,2012-01-23,Standard Class,SF-20200,Sarah Foster,Consumer,Laon,Picardy,France,,EU,Central,FUR-FU-10003500,Furniture,Furnishings,"Rubbermaid Photo Frame, Duo Pack",362.67,7,0.0,130.41,29.54,Medium,7
27345,IN-2012-37411,2012-01-17,2012-01-20,Second Class,GA-14725,Guy Armstrong,Consumer,Jiangdu,Jiangsu,China,,APAC,North Asia,TEC-PH-10004618,Technology,Phones,"Motorola Speaker Phone, VoIP",259.74,2,0.0,46.74,29.38,Medium,3
24441,ID-2012-46574,2012-01-20,2012-01-25,Second Class,KL-16555,Kelly Lampkin,Corporate,Bandung,Jawa Barat,Indonesia,,APAC,Southeast Asia,TEC-PH-10001354,Technology,Phones,"Motorola Speaker Phone, Full Size",326.3643,3,0.17,43.2243,28.79,Medium,5
19060,ES-2012-5659427,2012-01-18,2012-01-22,Standard Class,JJ-15760,Joel Jenkins,Home Office,Vienna,Vienna,Austria,,EU,Central,OFF-ST-10000624,Office Supplies,Storage,"Eldon File Cart, Single Width",256.74,2,0.0,110.34,27.71,Medium,4
43911,ZI-2012-5310,2012-01-18,2012-01-18,Same Day,LC-6885,Lena Creighton,Consumer,Harare,Harare,Zimbabwe,,Africa,Africa,OFF-SAN-10002323,Office Supplies,Art,"Sanford Sketch Pad, Fluorescent",112.176,8,0.7,-86.064,26.84,High,0
28243,IN-2012-27597,2012-01-19,2012-01-25,Standard Class,JB-15925,Joni Blumstein,Consumer,Shenzhen,Guangdong,China,,APAC,North Asia,FUR-CH-10003282,Furniture,Chairs,"SAFCO Bag Chairs, Black",235.05,5,0.0,82.2,22.55,Medium,6
28244,IN-2012-27597,2012-01-19,2012-01-25,Standard Class,JB-15925,Joni Blumstein,Consumer,Shenzhen,Guangdong,China,,APAC,North Asia,OFF-EN-10003000,Office Supplies,Envelopes,"Cameo Mailers, Recycled",332.64,9,0.0,132.84,22.18,Medium,6
43909,ZI-2012-5310,2012-01-18,2012-01-18,Same Day,LC-6885,Lena Creighton,Consumer,Harare,Harare,Zimbabwe,,Africa,Africa,OFF-TEN-10004194,Office Supplies,Storage,"Tenex File Cart, Single Width",161.532,4,0.7,-123.948,20.45,High,0
42832,IZ-2012-1710,2012-01-17,2012-01-22,Standard Class,CP-2340,Christine Phan,Corporate,Baghdad,Baghdad,Iraq,,EMEA,EMEA,TEC-EPS-10004328,Technology,Machines,"Epson Printer, Durable",262.74,1,0.0,99.84,20.37,Medium,5
24722,IN-2012-54358,2012-01-21,2012-01-23,Second Class,CS-12400,Christopher Schild,Home Office,Taiyuan,Shanxi,China,,APAC,North Asia,FUR-FU-10000921,Furniture,Furnishings,"Advantus Door Stop, Erganomic",174.6,4,0.0,15.6,20.24,Medium,2
28871,IN-2012-33162,2012-01-19,2012-01-23,Standard Class,PN-18775,Parhena Norris,Home Office,Yangon,Yangon,Myanmar (Burma),,APAC,Southeast Asia,FUR-CH-10003336,Furniture,Chairs,"SAFCO Chairmat, Adjustable",227.4315,5,0.27,-34.3185,18.22,Medium,4
51020,TU-2012-9200,2012-01-18,2012-01-19,First Class,DW-3540,Don Weiss,Consumer,Adiyaman,Adiyaman,Turkey,,EMEA,EMEA,OFF-SAN-10000931,Office Supplies,Paper,"SanDisk Message Books, 8.5 x 11",89.472,8,0.6,-24.768,17.69,High,1
24724,IN-2012-54358,2012-01-21,2012-01-23,Second Class,CS-12400,Christopher Schild,Home Office,Taiyuan,Shanxi,China,,APAC,North Asia,OFF-SU-10003221,Office Supplies,Supplies,"Acme Trimmer, Easy Grip",231.0,5,0.0,13.8,17.57,Medium,2
51017,TU-2012-9200,2012-01-18,2012-01-19,First Class,DW-3540,Don Weiss,Consumer,Adiyaman,Adiyaman,Turkey,,EMEA,EMEA,FUR-IKE-10001539,Furniture,Bookcases,"Ikea Classic Bookcase, Pine",165.24,1,0.6,-239.61,17.37,High,1
19061,ES-2012-5659427,2012-01-18,2012-01-22,Standard Class,JJ-15760,Joel Jenkins,Home Office,Vienna,Vienna,Austria,,EU,Central,OFF-ST-10000127,Office Supplies,Storage,"Fellowes Shelving, Wire Frame",284.55,5,0.0,116.55,16.88,Medium,4
47422,CG-2012-9700,2012-01-18,2012-01-22,Standard Class,MV-8190,Mike Vittorini,Consumer,Mbuji-mayi,Kasai-Oriental,Democratic Republic of the Congo,,Africa,Africa,OFF-SAN-10002639,Office Supplies,Art,"Sanford Markers, Easy-Erase",94.08,4,0.0,1.8,16.16,High,4
43721,RS-2012-6950,2012-01-20,2012-01-25,Standard Class,EN-3780,Edward Nazzal,Consumer,Ivanovo,Ivanovo,Russia,,EMEA,EMEA,OFF-STI-10000144,Office Supplies,Supplies,"Stiletto Box Cutter, Steel",212.22,6,0.0,14.76,16.12,High,5
37922,CA-2012-141250,2012-01-19,2012-01-23,Standard Class,PM-18940,Paul MacIntyre,Consumer,Texas City,Texas,United States,77590.0,US,Central,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,199.304,4,0.3,-8.5416,15.96,Medium,4
15634,IT-2012-1204965,2012-01-19,2012-01-23,Standard Class,TS-21610,Troy Staebel,Consumer,Amsterdam,North Holland,Netherlands,,EU,Central,FUR-TA-10003273,Furniture,Tables,"Lesro Training Table, Rectangular",239.733,3,0.7,-535.437,15.9,Medium,4
