Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,DeliveryTime
25678,IN-2011-30292,2011-05-13,2011-05-17,Standard Class,NC-18625,Noah Childs,Corporate,Dhaka,Dhaka,Bangladesh,,APAC,Central Asia,TEC-AC-10000866,Technology,Accessories,"Belkin Router, Erganomic",3078.72,12,0.0,523.08,474.44,High,4
14954,IT-2011-1939979,2011-05-12,2011-05-14,First Class,MP-18175,Mike Pelletier,Home Office,Bordeaux,Aquitaine,France,,EU,Central,FUR-TA-10003527,Furniture,Tables,"Chromcraft Wood Table, with Bottom Storage",627.276,2,0.35,-135.144,206.61,Critical,2
30303,IN-2011-86103,2011-05-14,2011-05-18,Second Class,JM-15580,Jill Matthias,Consumer,Whangarei,Northland,New Zealand,,APAC,Oceania,FUR-CH-10001559,Furniture,Chairs,"SAFCO Executive Leather Armchair, Black",1836.0,4,0.0,238.68,176.37,Medium,4
33184,CA-2011-140165,2011-05-13,2011-05-15,First Class,EH-14005,Erica Hernandez,Home Office,Hialeah,Florida,United States,33012.0,US,South,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,8,0.7,-331.96,146.04,Critical,2
11116,ES-2011-1589842,2011-05-13,2011-05-15,Second Class,AR-10825,Anthony Rawles,Corporate,Messina,Sicily,Italy,,EU,South,TEC-AC-10000089,Technology,Accessories,"SanDisk Router, Bluetooth",1025.4,4,0.0,399.84,97.02,High,2
42321,RO-2011-1590,2011-05-14,2011-05-14,Same Day,BS-1665,Brian Stugart,Consumer,Cluj-Napoca,Cluj,Romania,,EMEA,EMEA,FUR-DAN-10003065,Furniture,Bookcases,"Dania Library with Doors, Traditional",724.8,2,0.0,79.68,96.56,High,0
10563,ES-2011-3805636,2011-05-12,2011-05-15,First Class,YC-21895,Yoseph Carroll,Corporate,Burgos,Castile and León,Spain,,EU,South,OFF-ST-10004855,Office Supplies,Storage,"Smead Lockers, Industrial",1074.06,6,0.1,214.74,94.2,Critical,3
40494,CA-2011-103310,2011-05-10,2011-05-15,Standard Class,GM-14680,Greg Matthias,Consumer,San Jose,California,United States,95123.0,US,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1432.0,5,0.2,125.3,88.7,Medium,5
23609,ID-2011-62142,2011-05-09,2011-05-13,Standard Class,JL-15175,James Lanier,Home Office,Bangkok,Bangkok,Thailand,,APAC,Southeast Asia,FUR-CH-10002872,Furniture,Chairs,"SAFCO Executive Leather Armchair, Adjustable",1015.9848,3,0.27,-278.3952,78.3,Medium,4
1649,MX-2011-160108,2011-05-14,2011-05-19,Standard Class,SG-20080,Sandra Glassco,Consumer,San Salvador,San Salvador,El Salvador,,LATAM,Central,OFF-ST-10003929,Office Supplies,Storage,"Tenex Lockers, Blue",952.7,7,0.0,104.72,74.59,Medium,5
15665,IT-2011-2660642,2011-05-10,2011-05-12,Second Class,ML-18040,Michelle Lonsdale,Corporate,Stockholm,Stockholm,Sweden,,EU,North,OFF-ST-10002566,Office Supplies,Storage,"Tenex Lockers, Wire Frame",609.66,6,0.5,-231.84,71.32,Critical,2
6149,MX-2011-121251,2011-05-09,2011-05-13,Standard Class,DW-13540,Don Weiss,Consumer,San Salvador,San Salvador,El Salvador,,LATAM,Central,TEC-AC-10001341,Technology,Accessories,"Enermax Memory Card, USB",534.8,7,0.0,160.44,69.92,High,4
6148,MX-2011-121251,2011-05-09,2011-05-13,Standard Class,DW-13540,Don Weiss,Consumer,San Salvador,San Salvador,El Salvador,,LATAM,Central,TEC-AC-10001765,Technology,Accessories,"Enermax Memory Card, Bluetooth",533.82,7,0.0,26.6,69.08,High,4
40725,CA-2011-152100,2011-05-11,2011-05-16,Standard Class,VW-21775,Victoria Wilson,Corporate,Huntsville,Texas,United States,77340.0,US,Central,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,8,0.3,-69.312,68.07,Medium,5
8528,MX-2011-117926,2011-05-09,2011-05-15,Standard Class,DA-13450,Dianna Arnett,Home Office,Tepic,Nayarit,Mexico,,LATAM,North,OFF-ST-10002510,Office Supplies,Storage,"Tenex Lockers, Wire Frame",677.4,5,0.0,33.8,54.83,Medium,6
16349,IT-2011-1460998,2011-05-10,2011-05-10,Same Day,BW-11110,Bart Watters,Corporate,Barcelona,Catalonia,Spain,,EU,South,TEC-MA-10003078,Technology,Machines,"Epson Printer, White",469.854,2,0.1,-31.326,54.13,Critical,0
38851,CA-2011-114181,2011-05-10,2011-05-14,Second Class,AF-10885,Art Foster,Consumer,Philadelphia,Pennsylvania,United States,19134.0,US,East,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,349.965,7,0.5,-216.9783,39.47,Medium,4
34043,CA-2011-155887,2011-05-12,2011-05-17,Standard Class,KT-16480,Kean Thornton,Consumer,Franklin,Massachusetts,United States,2038.0,US,East,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",700.056,3,0.3,-130.0104,38.47,Medium,5
24980,ID-2011-71851,2011-05-10,2011-05-13,First Class,MK-17905,Michael Kennedy,Corporate,Mumbai,Maharashtra,India,,APAC,Central Asia,TEC-AC-10004012,Technology,Accessories,"Enermax Flash Drive, Erganomic",117.99,6,0.5,-18.99,33.93,High,3
6798,MX-2011-122679,2011-05-09,2011-05-13,Standard Class,GM-14680,Greg Matthias,Consumer,Fortaleza,Ceará,Brazil,,LATAM,South,TEC-CO-10003002,Technology,Copiers,"Canon Personal Copier, Digital",378.92064,4,0.002,63.72064,32.35,High,4
26660,ID-2011-39721,2011-05-12,2011-05-17,Standard Class,PB-19210,Phillip Breyer,Corporate,Medan,Sumatera Utara,Indonesia,,APAC,Southeast Asia,FUR-BO-10004399,Furniture,Bookcases,"Bush Floating Shelf Set, Pine",481.6098,3,0.07,-5.2002,30.93,Medium,5
42939,TU-2011-4730,2011-05-09,2011-05-13,Standard Class,NF-8595,Nicole Fjeld,Home Office,Corlu,Tekirdag,Turkey,,EMEA,EMEA,TEC-EPS-10003962,Technology,Machines,"Epson Card Printer, Durable",408.168,6,0.6,-265.392,29.4,Medium,4
868,MX-2011-140809,2011-05-13,2011-05-13,Same Day,BD-11500,Bradley Drucker,Consumer,Chinandega,Chinandega,Nicaragua,,LATAM,Central,OFF-ST-10002598,Office Supplies,Storage,"Tenex Shelving, Industrial",147.04,4,0.0,32.32,28.42,Medium,0
46042,SF-2011-4480,2011-05-10,2011-05-14,Standard Class,RP-9390,Resi Pölking,Consumer,Pretoria,Gauteng,South Africa,,Africa,Africa,OFF-TEN-10000794,Office Supplies,Storage,"Tenex Shelving, Wire Frame",322.38,6,0.0,38.52,28.26,Medium,4
17275,ES-2011-3933819,2011-05-15,2011-05-19,Second Class,KW-16570,Kelly Williams,Consumer,Neuilly-sur-Marne,Ile-de-France,France,,EU,Central,TEC-PH-10004827,Technology,Phones,"Samsung Headset, Cordless",193.9275,3,0.15,72.9675,26.23,High,4
30783,IN-2011-82078,2011-05-10,2011-05-17,Standard Class,EM-14200,Evan Minnotte,Home Office,Invercargill,Southland,New Zealand,,APAC,Oceania,TEC-MA-10003536,Technology,Machines,"Konica Calculator, Red",195.12,4,0.0,23.4,24.8,Low,7
41386,SF-2011-740,2011-05-12,2011-05-17,Standard Class,CM-2715,Craig Molinari,Corporate,Pretoria,Gauteng,South Africa,,Africa,Africa,TEC-LOG-10003896,Technology,Accessories,"Logitech Router, Erganomic",245.13,1,0.0,44.1,23.15,Medium,5
26665,ID-2011-39721,2011-05-12,2011-05-17,Standard Class,PB-19210,Phillip Breyer,Corporate,Medan,Sumatera Utara,Indonesia,,APAC,Southeast Asia,TEC-MA-10004533,Technology,Machines,"Konica Receipt Printer, Durable",609.4026,6,0.17,65.9826,22.84,Medium,5
14786,IT-2011-4599620,2011-05-11,2011-05-15,Second Class,PB-19105,Peter Bühler,Consumer,Apeldoorn,Gelderland,Netherlands,,EU,Central,OFF-ST-10001974,Office Supplies,Storage,"Rogers File Cart, Industrial",212.4,3,0.5,-140.22,22.73,High,4
