Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,DeliveryTime
34570,CA-2014-133865,2014-05-09,2014-05-13,Standard Class,PS-19045,Penelope Sewall,Home Office,Los Angeles,California,United States,90032.0,US,West,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,3359.952,6,0.2,1049.985,400.6,High,4
35124,CA-2014-141733,2014-05-08,2014-05-12,Standard Class,RW-19540,Rick Wilson,Corporate,Detroit,Michigan,United States,48234.0,US,Central,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1458.65,5,0.0,423.0085,315.73,High,4
20424,IN-2014-16887,2014-05-05,2014-05-07,Second Class,CC-12475,Cindy Chapman,Consumer,Bhavnagar,Gujarat,India,,APAC,Central Asia,TEC-CO-10002040,Technology,Copiers,"Brother Fax Machine, Digital",1272.72,4,0.0,534.48,305.27,High,2
20428,IN-2014-53427,2014-05-09,2014-05-15,Standard Class,LT-16765,Larry Tron,Consumer,Imphal,Manipur,India,,APAC,Central Asia,FUR-TA-10004711,Furniture,Tables,"Lesro Conference Table, Adjustable Height",4298.85,5,0.0,300.9,297.81,Low,6
17988,ES-2014-2513617,2014-05-08,2014-05-13,Second Class,JF-15415,Jennifer Ferguson,Consumer,Crawley,England,United Kingdom,,EU,North,TEC-CO-10001342,Technology,Copiers,"HP Wireless Fax, Digital",2518.95,7,0.0,1032.57,234.85,Medium,5
1548,MX-2014-115105,2014-05-08,2014-05-10,Second Class,JK-15370,Jay Kimmel,Consumer,Fernando de la Mora,Central,Paraguay,,LATAM,South,TEC-PH-10003870,Technology,Phones,"Samsung Signal Booster, VoIP",820.08,9,0.0,98.28,229.09,Critical,2
16918,ES-2014-4303897,2014-05-07,2014-05-07,Same Day,JB-16000,Joy Bell-,Consumer,Velletri,Lazio,Italy,,EU,South,OFF-ST-10002555,Office Supplies,Storage,"Eldon Lockers, Industrial",595.17,5,0.4,89.22,185.28,Critical,0
31095,IN-2014-85823,2014-05-06,2014-05-09,First Class,EM-13960,Eric Murdock,Consumer,Newcastle,New South Wales,Australia,,APAC,Oceania,TEC-CO-10003019,Technology,Copiers,"Brother Fax Machine, High-Speed",1266.96,4,0.0,139.32,172.64,Medium,3
37932,CA-2014-144498,2014-05-07,2014-05-07,Same Day,MB-18085,Mick Brown,Consumer,Charlotte,North Carolina,United States,28205.0,US,South,TEC-PH-10004977,Technology,Phones,GE 30524EE4,627.168,4,0.2,70.5564,165.08,High,0
21097,ID-2014-32476,2014-05-08,2014-05-12,Second Class,MC-17635,Matthew Clasen,Corporate,Mandurah,Western Australia,Australia,,APAC,Oceania,TEC-AC-10004108,Technology,Accessories,"Memorex Router, USB",1774.224,8,0.1,492.624,144.86,Medium,4
30953,ID-2014-85529,2014-05-08,2014-05-12,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,Auckland,Auckland,New Zealand,,APAC,Oceania,FUR-BO-10003985,Furniture,Bookcases,"Sauder Classic Bookcase, Traditional",1046.376,4,0.4,-52.344,140.59,High,4
42406,UP-2014-7850,2014-05-08,2014-05-13,Second Class,JB-6045,Julia Barnett,Home Office,Kharkiv,Kharkiv,Ukraine,,EMEA,EMEA,FUR-HAR-10001374,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Red",951.72,2,0.0,371.16,139.44,High,5
22350,IN-2014-28717,2014-05-10,2014-05-14,Standard Class,JG-15310,Jason Gross,Corporate,Denpasar,Bali,Indonesia,,APAC,Southeast Asia,OFF-ST-10004768,Office Supplies,Storage,"Eldon Lockers, Industrial",1152.6459,7,0.17,347.0859,138.79,High,4
28906,ID-2014-54071,2014-05-09,2014-05-09,Same Day,JG-15310,Jason Gross,Corporate,Bangkok,Bangkok,Thailand,,APAC,Southeast Asia,TEC-PH-10004261,Technology,Phones,"Nokia Signal Booster, Full Size",343.0971,3,0.17,45.4671,129.81,Critical,0
12106,ES-2014-2114988,2014-05-08,2014-05-10,Second Class,ND-18460,Neil Ducich,Corporate,Madrid,Madrid,Spain,,EU,South,TEC-MA-10000982,Technology,Machines,"Konica Inkjet, Wireless",846.288,3,0.1,56.358,128.71,High,2
