Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,DeliveryTime
4132,MX-2012-130015,2012-11-13,2012-11-13,Same Day,VF-21715,Vicky Freymann,Home Office,Toledo,Parana,Brazil,,LATAM,South,FUR-CH-10002033,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",2221.8,7,0.0,622.02,810.25,Critical,0
39501,CA-2012-114811,2012-11-08,2012-11-08,Same Day,KD-16495,Keith Dawkins,Corporate,New York City,New York,United States,10024.0,US,East,TEC-MA-10000045,Technology,Machines,Zebra ZM400 Thermal Label Printer,4643.8,4,0.0,2229.024,607.34,Medium,0
29149,IN-2012-30446,2012-11-28,2012-12-02,Second Class,NZ-18565,Nick Zandusky,Home Office,Nowra,New South Wales,Australia,,APAC,Oceania,FUR-CH-10000027,Furniture,Chairs,"SAFCO Executive Leather Armchair, Black",2891.7,7,0.1,96.39,541.57,Medium,4
19446,ES-2012-4589770,2012-11-21,2012-11-24,Second Class,MT-17815,Meg Tillman,Consumer,Nantes,Pays de la Loire,France,,EU,Central,TEC-MA-10004534,Technology,Machines,"Konica Printer, Wireless",1593.648,7,0.15,-225.162,377.03,Critical,3
38876,CA-2012-123113,2012-11-23,2012-11-27,Second Class,AT-10735,Annie Thurman,Consumer,Morristown,New Jersey,United States,7960.0,US,East,OFF-AP-10000275,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",2625.12,8,0.0,735.0336,366.72,Medium,4
12032,ES-2012-4272278,2012-11-13,2012-11-17,Standard Class,TG-21640,Trudy Glocke,Consumer,Ghent,East Flanders,Belgium,,EU,Central,OFF-AP-10001169,Office Supplies,Appliances,"Cuisinart Microwave, White",2489.4,9,0.0,273.78,335.95,High,4
29802,IN-2012-44068,2012-11-30,2012-12-04,Second Class,EJ-13720,Ed Jacobs,Consumer,Singapore,Singapore,Singapore,,APAC,Southeast Asia,FUR-BO-10004043,Furniture,Bookcases,"Dania Classic Bookcase, Metal",2051.1,5,0.0,40.95,278.13,High,4
21605,IN-2012-14920,2012-11-19,2012-11-23,Standard Class,JR-15670,Jim Radford,Consumer,Shashi,Hubei,China,,APAC,North Asia,TEC-CO-10003102,Technology,Copiers,"Canon Copy Machine, Color",1317.9,5,0.0,0.0,253.95,High,4
40353,CA-2012-160227,2012-11-02,2012-11-04,First Class,ED-13885,Emily Ducich,Home Office,New York City,New York,United States,10011.0,US,East,FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,2621.322,11,0.1,553.3902,243.77,Medium,2
165,MX-2012-133305,2012-11-23,2012-11-25,First Class,AR-10345,Alex Russell,Corporate,Mexicali,Baja California,Mexico,,LATAM,North,FUR-BO-10003873,Furniture,Bookcases,"Safco Library with Doors, Mobile",836.928,4,0.2,230.128,239.22,High,2
13705,ES-2012-5149849,2012-11-10,2012-11-13,First Class,TC-20980,Tamara Chand,Corporate,Saint-Denis,Ile-de-France,France,,EU,Central,FUR-TA-10002411,Furniture,Tables,"Hon Round Table, with Bottom Storage",2012.049,6,0.35,-1021.671,232.54,Medium,3
3748,MX-2012-134355,2012-11-28,2012-12-03,Standard Class,JL-15235,Janet Lee,Consumer,Santo Domingo,Santo Domingo,Dominican Republic,,LATAM,Caribbean,OFF-AP-10001041,Office Supplies,Appliances,"Hoover Stove, White",1510.96,5,0.2,509.86,224.28,High,5
