Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,DeliveryTime,Order_DayOfWeek,DeliverySpeed
36446,CA-2011-141796,2011-06-21,2011-06-21,Same Day,JG-15160,James Galang,Consumer,Long Beach,New York,United States,11561.0,US,East,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,1214.85,3,0.0,352.3065,417.47,Critical,0,1,
13998,IT-2011-2876489,2011-06-21,2011-06-24,First Class,RB-19330,Randy Bradley,Consumer,Dijon,Burgundy,France,,EU,Central,FUR-CH-10000479,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",1696.248,4,0.1,734.928,401.13,High,3,1,Fast
23360,IN-2011-12526,2011-06-22,2011-06-27,Standard Class,RR-19315,Ralph Ritter,Consumer,Gold Coast,Queensland,Australia,,APAC,Oceania,TEC-CO-10002040,Technology,Copiers,"Brother Fax Machine, Digital",1718.172,6,0.1,610.812,246.05,High,5,2,Medium
32477,CA-2011-128146,2011-06-21,2011-06-25,Standard Class,DB-13060,Dave Brooks,Consumer,Lakewood,New Jersey,United States,8701.0,US,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93,7,0.0,357.1911,229.09,High,4,1,Medium
12333,ES-2011-1664904,2011-06-26,2011-06-28,First Class,BW-11200,Ben Wallace,Consumer,Dieppe,Upper Normandy,France,,EU,Central,FUR-BO-10000160,Furniture,Bookcases,"Safco Library with Doors, Pine",704.052,2,0.1,312.912,218.81,Critical,2,6,Fast
29686,IN-2011-41254,2011-06-22,2011-06-26,Standard Class,SC-20230,Scot Coram,Corporate,Avadi,Tamil Nadu,India,,APAC,Central Asia,FUR-BO-10001372,Furniture,Bookcases,"Safco Classic Bookcase, Pine",2637.0,6,0.0,184.5,200.83,Medium,4,2,Medium
27564,IN-2011-73531,2011-06-25,2011-07-02,Standard Class,JS-16030,Joy Smith,Consumer,Jakarta,Jakarta,Indonesia,,APAC,Southeast Asia,FUR-TA-10000989,Furniture,Tables,"Lesro Conference Table, Rectangular",2266.1475,5,0.47,-0.0525,196.97,Low,7,5,Medium
27673,IN-2011-26064,2011-06-24,2011-06-28,Standard Class,AA-10480,Andrew Allen,Consumer,Jakarta,Jakarta,Indonesia,,APAC,Southeast Asia,TEC-PH-10001751,Technology,Phones,"Samsung Smart Phone, Cordless",1591.11,3,0.17,364.23,179.38,Medium,4,4,Medium
4723,US-2011-144204,2011-06-20,2011-06-22,First Class,Co-12640,Corey-Lock,Consumer,Carora,Lara,Venezuela,,LATAM,South,TEC-PH-10002904,Technology,Phones,"Samsung Smart Phone, Full Size",764.928,3,0.4,-306.012,176.18,Critical,2,0,Fast
35709,CA-2011-130624,2011-06-21,2011-06-24,First Class,TB-21280,Toby Braunhardt,Consumer,New York City,New York,United States,10024.0,US,East,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,617.97,3,0.0,160.6722,145.46,High,3,1,Fast
