Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,DeliveryTime,Order_DayOfWeek,DeliverySpeed
26634,IN-2014-75470,2014-03-11,2014-03-13,Second Class,CS-12460,Chuck Sachs,Consumer,Dhaka,Dhaka,Bangladesh,,APAC,Central Asia,FUR-BO-10001073,Furniture,Bookcases,"Safco Classic Bookcase, Metal",3063.27,7,0.0,581.91,609.24,High,2,1,Fast
29484,IN-2014-12897,2014-03-14,2014-03-18,Standard Class,CG-12520,Claire Gute,Consumer,Adelaide,South Australia,Australia,,APAC,Oceania,OFF-AP-10004964,Office Supplies,Appliances,"Hoover Stove, White",3569.643,7,0.1,674.163,458.54,High,4,4,Medium
26473,ID-2014-41597,2014-03-15,2014-03-17,Second Class,MG-17680,Maureen Gastineau,Home Office,Ho Chi Minh City,Ho Chí Minh City,Vietnam,,APAC,Southeast Asia,FUR-CH-10003616,Furniture,Chairs,"Novimex Executive Leather Armchair, Adjustable",1680.606,5,0.27,368.256,327.81,High,2,5,Fast
10380,ES-2014-5791774,2014-03-13,2014-03-13,Same Day,PW-19030,Pauline Webber,Corporate,Southend-on-Sea,England,United Kingdom,,EU,North,FUR-BO-10003881,Furniture,Bookcases,"Sauder Floating Shelf Set, Mobile",788.4,4,0.0,291.6,228.13,Medium,0,3,
36865,CA-2014-157966,2014-03-14,2014-03-14,Same Day,SU-20665,Stephanie Ulpright,Home Office,Chicago,Illinois,United States,60610.0,US,Central,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,0.2,335.9944,227.5,Critical,0,4,
4020,MX-2014-114874,2014-03-11,2014-03-14,First Class,SG-20470,Sheri Gordon,Consumer,Consolación del Sur,Pinar del Río,Cuba,,LATAM,Caribbean,FUR-TA-10002519,Furniture,Tables,"Lesro Conference Table, with Bottom Storage",1143.44,2,0.0,320.16,210.8,Critical,3,1,Fast
29908,IN-2014-34009,2014-03-15,2014-03-19,Standard Class,DW-13540,Don Weiss,Consumer,Geelong,Victoria,Australia,,APAC,Oceania,FUR-CH-10000430,Furniture,Chairs,"SAFCO Swivel Stool, Red",1058.022,7,0.1,340.872,184.78,High,4,5,Medium
50293,TU-2014-3780,2014-03-15,2014-03-18,First Class,LC-6930,Linda Cazamias,Corporate,Torbali,Izmir,Turkey,,EMEA,EMEA,TEC-CIS-10002259,Technology,Phones,"Cisco Smart Phone, Cordless",521.184,2,0.6,-260.616,178.3,Critical,3,5,Fast
23564,IN-2014-19561,2014-03-14,2014-03-19,Standard Class,BT-11395,Bill Tyler,Corporate,Laiyang,Shandong,China,,APAC,North Asia,OFF-ST-10004060,Office Supplies,Storage,"Fellowes Lockers, Blue",1243.98,6,0.0,534.78,165.47,High,5,4,Medium
44772,SF-2014-200,2014-03-12,2014-03-15,Second Class,EH-3945,Eric Hoffmann,Consumer,Cape Town,Western Cape,South Africa,,Africa,Africa,OFF-BRE-10001107,Office Supplies,Appliances,"Breville Stove, Red",561.54,1,0.0,101.07,139.62,Critical,3,2,Fast
