Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,DeliveryTime,Order_DayOfWeek,DeliverySpeed
11073,ES-2013-4632541,2013-09-27,2013-09-27,Same Day,SC-20305,Sean Christensen,Consumer,Benidorm,Valenciana,Spain,,EU,South,FUR-BO-10002708,Furniture,Bookcases,"Dania Library with Doors, Pine",1091.25,3,0.0,119.97,411.64,Critical,0,4,
50937,TZ-2013-3060,2013-09-24,2013-09-24,Same Day,HH-5010,Hilary Holden,Corporate,Dar es Salaam,Dar Es Salaam,Tanzania,,Africa,Africa,OFF-HAM-10003368,Office Supplies,Appliances,"Hamilton Beach Blender, Black",553.44,8,0.0,16.56,246.05,Critical,0,1,
44891,MO-2013-5590,2013-09-25,2013-10-01,Standard Class,RP-9855,Roy Phan,Corporate,Beni Mellal,Tadla-Azilal,Morocco,,Africa,Africa,TEC-BEL-10003985,Technology,Accessories,"Belkin Router, USB",1553.76,6,0.0,730.26,245.57,Low,6,2,Medium
37559,CA-2013-132479,2013-09-25,2013-09-27,First Class,MK-17905,Michael Kennedy,Corporate,Rockford,Illinois,United States,61107.0,US,Central,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,442.372,7,0.8,-729.9138,169.09,Critical,2,2,Fast
28202,IN-2013-22956,2013-09-27,2013-09-28,First Class,BK-11260,Berenike Kampe,Consumer,Meizhou,Guangdong,China,,APAC,North Asia,OFF-AP-10002537,Office Supplies,Appliances,"Hamilton Beach Microwave, Red",565.02,2,0.0,129.9,140.72,High,1,4,Fast
13770,ES-2013-4636934,2013-09-27,2013-09-27,Same Day,CW-11905,Carl Weiss,Home Office,Glasgow,Scotland,United Kingdom,,EU,North,OFF-AR-10004881,Office Supplies,Art,"Stanley Sketch Pad, Blue",266.58,6,0.0,87.84,128.32,Critical,0,4,
26153,IN-2013-59580,2013-09-26,2013-09-30,Standard Class,TR-21325,Toby Ritter,Consumer,Albany,Western Australia,Australia,,APAC,Oceania,FUR-CH-10003581,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",1636.956,4,0.1,472.836,126.08,High,4,3,Medium
16558,IT-2013-1005179,2013-09-29,2013-10-04,Standard Class,PK-19075,Pete Kriz,Consumer,Stains,Ile-de-France,France,,EU,Central,FUR-CH-10002610,Furniture,Chairs,"Novimex Swivel Stool, Black",874.962,6,0.1,-68.058,124.14,High,5,6,Medium
18388,ES-2013-5246151,2013-09-27,2013-10-02,Standard Class,EM-14095,Eudokia Martin,Corporate,Versailles,Ile-de-France,France,,EU,Central,TEC-AC-10001056,Technology,Accessories,"Belkin Router, USB",1553.76,6,0.0,730.26,119.71,Medium,5,4,Medium
16029,ES-2013-1299121,2013-09-28,2013-09-28,Same Day,NH-18610,Nicole Hansen,Corporate,Roissy-en-Brie,Ile-de-France,France,,EU,Central,FUR-BO-10000022,Furniture,Bookcases,"Dania Floating Shelf Set, Traditional",762.075,5,0.1,-8.475,106.01,Medium,0,5,
50936,TZ-2013-3060,2013-09-24,2013-09-24,Same Day,HH-5010,Hilary Holden,Corporate,Dar es Salaam,Dar Es Salaam,Tanzania,,Africa,Africa,OFF-FEL-10001541,Office Supplies,Storage,"Fellowes Lockers, Wire Frame",743.04,4,0.1,288.96,105.7,Critical,0,1,
20700,IN-2013-57641,2013-09-25,2013-09-29,Second Class,TC-21295,Toby Carlisle,Consumer,Fushun,Liaoning,China,,APAC,North Asia,TEC-AC-10001348,Technology,Accessories,"Logitech Router, Bluetooth",741.96,3,0.0,7.38,97.64,High,4,2,Medium
49845,IR-2013-4110,2013-09-25,2013-09-25,Same Day,EJ-3720,Ed Jacobs,Consumer,Behbahan,Khuzestan,Iran,,EMEA,EMEA,FUR-DAN-10001993,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Mobile",287.94,2,0.0,20.1,96.82,High,0,2,
20990,IN-2013-15529,2013-09-25,2013-09-29,Standard Class,RL-19615,Rob Lucas,Consumer,Aksu,Xinjiang Uygur,China,,APAC,North Asia,TEC-PH-10003002,Technology,Phones,"Cisco Smart Phone, Full Size",1302.78,2,0.0,208.44,96.03,High,4,2,Medium
29492,IN-2013-35822,2013-09-24,2013-09-28,Standard Class,LO-17170,Lori Olson,Corporate,Kabul,Kabul,Afghanistan,,APAC,Central Asia,TEC-PH-10004554,Technology,Phones,"Samsung Audio Dock, VoIP",1168.44,7,0.0,443.94,92.34,Medium,4,1,Medium
1981,MX-2013-108812,2013-09-26,2013-09-28,Second Class,BN-11515,Bradley Nguyen,Consumer,Managua,Managua,Nicaragua,,LATAM,Central,TEC-CO-10003160,Technology,Copiers,"Brother Wireless Fax, Laser",504.06984,2,0.002,34.30984,91.37,High,2,3,Fast
16028,ES-2013-1299121,2013-09-28,2013-09-28,Same Day,NH-18610,Nicole Hansen,Corporate,Roissy-en-Brie,Ile-de-France,France,,EU,Central,FUR-BO-10001405,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",449.496,4,0.1,144.816,90.82,Medium,0,5,
15714,ES-2013-5150619,2013-09-25,2013-09-26,First Class,LH-16750,Larry Hughes,Consumer,Hamburg,Hamburg,Germany,,EU,Central,TEC-AC-10001566,Technology,Accessories,"Logitech Router, Erganomic",245.13,1,0.0,44.1,85.23,High,1,2,Fast
31754,US-2013-157945,2013-09-27,2013-10-02,Standard Class,NF-18385,Natalie Fritzler,Consumer,Decatur,Illinois,United States,62521.0,US,Central,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747.558,3,0.3,-96.1146,82.14,High,5,4,Medium
6717,MX-2013-127705,2013-09-25,2013-09-29,Standard Class,JK-15370,Jay Kimmel,Consumer,Juárez,Chihuahua,Mexico,,LATAM,North,FUR-TA-10000478,Furniture,Tables,"Bevis Round Table, Fully Assembled",831.456,3,0.2,145.476,75.97,Medium,4,2,Medium
38204,CA-2013-140249,2013-09-28,2013-10-04,Standard Class,SW-20455,Shaun Weien,Consumer,Seattle,Washington,United States,98103.0,US,West,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1001.584,2,0.2,125.198,75.04,Medium,6,5,Medium
44890,MO-2013-5590,2013-09-25,2013-10-01,Standard Class,RP-9855,Roy Phan,Corporate,Beni Mellal,Tadla-Azilal,Morocco,,Africa,Africa,TEC-BEL-10003177,Technology,Accessories,"Belkin Keyboard, Erganomic",653.52,8,0.0,39.12,73.74,Low,6,2,Medium
28496,IN-2013-55814,2013-09-24,2013-09-30,Standard Class,TB-21190,Thomas Brumley,Home Office,Sydney,New South Wales,Australia,,APAC,Oceania,FUR-CH-10001271,Furniture,Chairs,"SAFCO Executive Leather Armchair, Red",830.574,2,0.1,175.314,64.99,Medium,6,1,Medium
3102,US-2013-101602,2013-09-25,2013-09-27,Second Class,RB-19435,Richard Bierner,Consumer,Guatire,Miranda,Venezuela,,LATAM,South,OFF-ST-10000990,Office Supplies,Storage,"Eldon Lockers, Single Width",395.88,5,0.4,-250.82,63.67,High,2,2,Fast
12579,ES-2013-3200273,2013-09-26,2013-10-01,Standard Class,GD-14590,Giulietta Dortch,Corporate,Legnano,Lombardy,Italy,,EU,South,TEC-PH-10003963,Technology,Phones,"Apple Signal Booster, Full Size",662.112,8,0.4,-386.448,60.69,High,5,3,Medium
8534,MX-2013-145926,2013-09-26,2013-09-30,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,Apopa,San Salvador,El Salvador,,LATAM,Central,FUR-BO-10002740,Furniture,Bookcases,"Ikea Classic Bookcase, Metal",548.28,2,0.0,180.92,59.72,High,4,3,Medium
12750,ES-2013-5310113,2013-09-25,2013-09-29,Standard Class,GZ-14545,George Zrebassa,Corporate,Martigues,Provence-Alpes-Côte d'Azur,France,,EU,Central,FUR-BO-10004430,Furniture,Bookcases,"Bush Floating Shelf Set, Metal",460.971,3,0.1,-5.139,58.47,High,4,2,Medium
37581,CA-2013-100944,2013-09-25,2013-09-29,Standard Class,EH-13765,Edward Hooks,Corporate,Los Angeles,California,United States,90049.0,US,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,563.24,5,0.2,56.324,58.32,Medium,4,2,Medium
41427,TU-2013-7200,2013-09-28,2013-09-30,Second Class,ON-8715,Odella Nelson,Corporate,Batman,Batman,Turkey,,EMEA,EMEA,FUR-SAU-10003694,Furniture,Bookcases,"Sauder Library with Doors, Mobile",624.24,4,0.6,-702.36,57.93,Medium,2,5,Fast
11994,IT-2013-2410050,2013-09-27,2013-10-02,Standard Class,AH-10120,Adrian Hane,Home Office,London,England,United Kingdom,,EU,North,FUR-CH-10003540,Furniture,Chairs,"Office Star Bag Chairs, Set of Two",467.289,9,0.1,-26.001,57.86,Medium,5,4,Medium
36916,US-2013-124163,2013-09-26,2013-10-01,Standard Class,SC-20695,Steve Chapman,Corporate,La Crosse,Wisconsin,United States,54601.0,US,Central,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,499.95,5,0.0,174.9825,57.75,High,5,3,Medium
45466,SU-2013-4750,2013-09-24,2013-09-29,Standard Class,AJ-795,Anthony Johnson,Corporate,Khartoum,Khartoum,Sudan,,Africa,Africa,TEC-SHA-10001309,Technology,Copiers,"Sharp Fax Machine, Digital",590.58,2,0.0,0.0,57.11,Medium,5,1,Medium
23007,IN-2013-12036,2013-09-25,2013-10-02,Standard Class,Dp-13240,Dean percer,Home Office,Beijing,Beijing,China,,APAC,North Asia,FUR-CH-10002213,Furniture,Chairs,"Hon Executive Leather Armchair, Black",457.14,1,0.0,45.69,54.36,Low,7,2,Medium
16030,ES-2013-1299121,2013-09-28,2013-09-28,Same Day,NH-18610,Nicole Hansen,Corporate,Roissy-en-Brie,Ile-de-France,France,,EU,Central,OFF-AR-10004739,Office Supplies,Art,"BIC Canvas, Easy-Erase",269.85,5,0.0,91.65,52.16,Medium,0,5,
16035,ES-2013-1299121,2013-09-28,2013-09-28,Same Day,NH-18610,Nicole Hansen,Corporate,Roissy-en-Brie,Ile-de-France,France,,EU,Central,TEC-PH-10001573,Technology,Phones,"Nokia Smart Phone, with Caller ID",1086.147,2,0.15,268.287,52.08,Medium,0,5,
48663,TU-2013-9400,2013-09-26,2013-09-26,Same Day,DM-3345,Denise Monton,Corporate,Bornova,Izmir,Turkey,,EMEA,EMEA,TEC-MOT-10003050,Technology,Phones,"Motorola Smart Phone, Cordless",3085.344,12,0.6,-4088.376,51.89,Critical,0,3,
33947,US-2013-146794,2013-09-27,2013-10-02,Standard Class,SH-19975,Sally Hughsby,Corporate,Hesperia,California,United States,92345.0,US,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,424.9575,5,0.15,19.998,51.16,High,5,4,Medium
40384,CA-2013-143406,2013-09-27,2013-10-01,Standard Class,LR-17035,Lisa Ryan,Corporate,Houston,Texas,United States,77041.0,US,Central,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,454.965,5,0.3,-136.4895,50.36,High,4,4,Medium
2427,MX-2013-130645,2013-09-28,2013-10-01,First Class,PA-19060,Pete Armstrong,Home Office,Morelia,Michoacán,Mexico,,LATAM,North,TEC-AC-10002219,Technology,Accessories,"SanDisk Memory Card, Programmable",531.58,7,0.0,244.44,49.2,High,3,5,Fast
17323,ES-2013-5364560,2013-09-23,2013-09-27,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Paris,Ile-de-France,France,,EU,Central,FUR-BO-10003905,Furniture,Bookcases,"Ikea Stackable Bookrack, Mobile",675.54,6,0.1,285.12,49.17,Medium,4,0,Medium
36959,CA-2013-108875,2013-09-25,2013-10-02,Standard Class,CL-12700,Craig Leslie,Home Office,Aurora,Colorado,United States,80013.0,US,West,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,511.056,9,0.2,-95.823,48.4,Low,7,2,Medium
11071,ES-2013-4632541,2013-09-27,2013-09-27,Same Day,SC-20305,Sean Christensen,Consumer,Benidorm,Valenciana,Spain,,EU,South,OFF-AR-10000399,Office Supplies,Art,"Stanley Canvas, Water Color",157.95,3,0.0,69.48,47.77,Critical,0,4,
6720,MX-2013-127705,2013-09-25,2013-09-29,Standard Class,JK-15370,Jay Kimmel,Consumer,Juárez,Chihuahua,Mexico,,LATAM,North,FUR-CH-10000430,Furniture,Chairs,"SAFCO Rocking Chair, Set of Two",512.064,7,0.2,57.484,46.12,Medium,4,2,Medium
48527,GV-2013-800,2013-09-26,2013-09-30,Second Class,NC-8625,Noah Childs,Corporate,Nzerekore,Nzérékoré,Guinea,,Africa,Africa,TEC-BRO-10003555,Technology,Copiers,"Brother Ink, High-Speed",291.0,2,0.0,17.46,45.79,High,4,3,Medium
6653,MX-2013-122084,2013-09-25,2013-09-30,Standard Class,JD-16150,Justin Deggeller,Corporate,Camagüey,Camagüey,Cuba,,LATAM,Caribbean,TEC-PH-10000693,Technology,Phones,"Apple Speaker Phone, with Caller ID",739.8,9,0.0,29.52,44.24,Medium,5,2,Medium
5125,MX-2013-108868,2013-09-26,2013-09-28,Second Class,CP-12085,Cathy Prescott,Corporate,Manzanillo,Granma,Cuba,,LATAM,Caribbean,FUR-FU-10001711,Furniture,Furnishings,"Tenex Frame, Erganomic",362.0,5,0.0,170.1,43.14,High,2,3,Fast
40834,CA-2013-148747,2013-09-26,2013-09-28,First Class,AS-10045,Aaron Smayling,Corporate,San Francisco,California,United States,94110.0,US,West,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",477.666,2,0.15,84.294,43.01,Critical,2,3,Fast
48919,TZ-2013-9020,2013-09-24,2013-09-28,Standard Class,AP-915,Arthur Prichep,Consumer,Dar es Salaam,Dar Es Salaam,Tanzania,,Africa,Africa,OFF-KIT-10002828,Office Supplies,Appliances,"KitchenAid Microwave, White",616.92,2,0.0,203.58,42.11,Medium,4,1,Medium
30034,IN-2013-76296,2013-09-26,2013-09-30,Standard Class,SG-20470,Sheri Gordon,Consumer,Kota,Rajasthan,India,,APAC,Central Asia,OFF-AP-10002371,Office Supplies,Appliances,"KitchenAid Blender, Silver",691.95,7,0.0,297.36,41.54,Medium,4,3,Medium
14317,ES-2013-1353166,2013-09-26,2013-09-30,Standard Class,RB-19570,Rob Beeghly,Consumer,Antwerp,Antwerp,Belgium,,EU,Central,FUR-BO-10004547,Furniture,Bookcases,"Bush Stackable Bookrack, Traditional",614.85,5,0.0,153.6,41.4,Medium,4,3,Medium
6728,MX-2013-127705,2013-09-25,2013-09-29,Standard Class,JK-15370,Jay Kimmel,Consumer,Juárez,Chihuahua,Mexico,,LATAM,North,OFF-ST-10001941,Office Supplies,Storage,"Rogers Lockers, Wire Frame",702.3,5,0.0,126.4,40.53,Medium,4,2,Medium
6727,MX-2013-127705,2013-09-25,2013-09-29,Standard Class,JK-15370,Jay Kimmel,Consumer,Juárez,Chihuahua,Mexico,,LATAM,North,OFF-ST-10002538,Office Supplies,Storage,"Rogers File Cart, Single Width",473.6,5,0.0,189.4,40.21,Medium,4,2,Medium
