Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,DeliveryTime,Order_DayOfWeek,DeliverySpeed
45794,SA-2011-1830,2011-12-27,2011-12-29,Second Class,MM-7260,Magdelene Morse,Consumer,Jizan,Jizan,Saudi Arabia,,EMEA,EMEA,TEC-CIS-10001717,Technology,Phones,"Cisco Smart Phone, with Caller ID",2616.96,4,0.0,1151.4,832.41,Critical,2,1,Fast
220,US-2011-128776,2011-12-28,2011-12-30,Second Class,RR-19525,Rick Reed,Corporate,Santo Domingo,Santo Domingo,Dominican Republic,,LATAM,Caribbean,TEC-PH-10002815,Technology,Phones,"Samsung Smart Phone, VoIP",1696.64,5,0.2,-148.46,704.06,Critical,2,2,Fast
25445,IN-2011-51964,2011-12-28,2011-12-29,First Class,AB-10105,Adrian Barton,Consumer,Kochi,Kerala,India,,APAC,Central Asia,TEC-CO-10002526,Technology,Copiers,"Sharp Wireless Fax, Digital",1066.68,3,0.0,394.65,383.68,Critical,1,2,Fast
45798,SA-2011-1830,2011-12-27,2011-12-29,Second Class,MM-7260,Magdelene Morse,Consumer,Jizan,Jizan,Saudi Arabia,,EMEA,EMEA,TEC-STA-10003386,Technology,Machines,"StarTech Inkjet, Wireless",1207.56,4,0.0,0.0,278.34,Critical,2,1,Fast
12230,IT-2011-3911927,2011-12-26,2011-12-31,Standard Class,KN-16390,Katherine Nockton,Corporate,Blackpool,England,United Kingdom,,EU,North,FUR-TA-10002497,Furniture,Tables,"Chromcraft Computer Table, Adjustable Height",3119.34,7,0.0,1528.38,238.03,Medium,5,0,Medium
38976,CA-2011-133592,2011-12-31,2012-01-07,Standard Class,KM-16375,Katherine Murray,Home Office,Providence,Rhode Island,United States,2908.0,US,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1687.8,4,0.0,742.632,234.73,Low,7,5,Medium
767,MX-2011-153710,2011-12-29,2011-12-31,Second Class,AZ-10750,Annie Zypern,Consumer,León,León,Nicaragua,,LATAM,Central,FUR-CH-10003941,Furniture,Chairs,"Novimex Executive Leather Armchair, Adjustable",2429.44,8,0.0,534.4,214.42,Medium,2,3,Fast
8561,US-2011-152821,2011-12-28,2011-12-30,First Class,DB-13405,Denny Blanton,Consumer,Morelia,Michoacán,Mexico,,LATAM,North,TEC-CO-10001309,Technology,Copiers,"Hewlett Wireless Fax, Laser",1770.67156,7,0.002,49.65156,183.32,High,2,2,Fast
40528,CA-2011-148383,2011-12-27,2011-12-31,Standard Class,RP-19390,Resi Pölking,Consumer,Phoenix,Arizona,United States,85023.0,US,West,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,946.764,6,0.7,-694.2936,179.87,High,4,1,Medium
45797,SA-2011-1830,2011-12-27,2011-12-29,Second Class,MM-7260,Magdelene Morse,Consumer,Jizan,Jizan,Saudi Arabia,,EMEA,EMEA,TEC-MOT-10000939,Technology,Phones,"Motorola Speaker Phone, Cordless",1061.04,8,0.0,53.04,162.51,Critical,2,1,Fast
