Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,DeliveryTime,Order_DayOfWeek,DeliverySpeed
22096,IN-2014-11763,2014-01-31,2014-02-01,First Class,JS-15685,Jim Sink,Corporate,Townsville,Queensland,Australia,,APAC,Oceania,TEC-CO-10000865,Technology,Copiers,"Brother Fax Machine, High-Speed",2565.594,9,0.1,28.404,766.93,Critical,1,4,Fast
46219,LH-2014-5390,2014-01-28,2014-01-30,Second Class,JC-6105,Julie Creighton,Corporate,Vilnius,Vilnius,Lithuania,,EMEA,EMEA,FUR-BAR-10003532,Furniture,Tables,"Barricks Conference Table, Rectangular",2171.16,8,0.7,-2750.28,390.09,High,2,1,Fast
39609,US-2014-105935,2014-01-27,2014-02-01,Standard Class,BD-11500,Bradley Drucker,Consumer,Columbus,Georgia,United States,31907.0,US,South,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,2939.93,7,0.0,764.3818,343.25,High,5,0,Medium
27537,IN-2014-27303,2014-01-30,2014-02-03,Standard Class,RA-19885,Ruben Ausman,Corporate,Beijing,Beijing,China,,APAC,North Asia,FUR-CH-10000602,Furniture,Chairs,"Novimex Executive Leather Armchair, Red",2301.0,5,0.0,91.95,313.45,High,4,3,Medium
18667,ES-2014-5576647,2014-01-31,2014-02-04,Standard Class,DJ-13420,Denny Joy,Corporate,Annecy-le-Vieux,Rhône-Alpes,France,,EU,Central,TEC-MA-10001009,Technology,Machines,"Panasonic Inkjet, Red",2102.832,8,0.15,321.552,246.17,High,4,4,Medium
24646,IN-2014-25014,2014-01-29,2014-02-02,Standard Class,AH-10585,Angele Hood,Consumer,Townsville,Queensland,Australia,,APAC,Oceania,FUR-BO-10003282,Furniture,Bookcases,"Ikea Classic Bookcase, Mobile",1864.215,5,0.1,455.565,239.83,High,4,2,Medium
15424,ES-2014-2067525,2014-01-28,2014-02-04,Standard Class,IG-15085,Ivan Gibson,Consumer,Bourg-en-Bresse,Rhône-Alpes,France,,EU,Central,FUR-BO-10004053,Furniture,Bookcases,"Dania Library with Doors, Metal",977.022,3,0.1,271.332,214.21,Low,7,1,Medium
23824,IN-2014-29774,2014-01-31,2014-02-01,First Class,RR-19525,Rick Reed,Corporate,Shanghai,Shanghai,China,,APAC,North Asia,TEC-CO-10001626,Technology,Copiers,"Brother Copy Machine, Color",791.19,3,0.0,126.54,206.41,Critical,1,4,Fast
31009,IN-2014-86684,2014-01-28,2014-01-30,Second Class,CG-12040,Catherine Glotzbach,Home Office,Wellington,Wellington,New Zealand,,APAC,Oceania,FUR-BO-10000892,Furniture,Bookcases,"Bush Corner Shelving, Mobile",759.06,6,0.0,15.12,206.28,Critical,2,1,Fast
24647,IN-2014-25014,2014-01-29,2014-02-02,Standard Class,AH-10585,Angele Hood,Consumer,Townsville,Queensland,Australia,,APAC,Oceania,FUR-BO-10004842,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Pine",1028.16,8,0.1,274.08,198.47,High,4,2,Medium
39566,CA-2014-121790,2014-01-31,2014-02-07,Standard Class,LP-17095,Liz Preis,Consumer,Aurora,Illinois,United States,60505.0,US,Central,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,2003.168,4,0.2,250.396,186.65,Medium,7,4,Medium
41819,RS-2014-7690,2014-01-29,2014-02-01,Second Class,KB-6315,Karl Braun,Consumer,Makhachkala,Dagestan,Russia,,EMEA,EMEA,OFF-ELD-10000819,Office Supplies,Storage,"Eldon Trays, Industrial",581.4,12,0.0,273.24,157.36,Critical,3,2,Fast
27543,IN-2014-27303,2014-01-30,2014-02-03,Standard Class,RA-19885,Ruben Ausman,Corporate,Beijing,Beijing,China,,APAC,North Asia,TEC-PH-10002683,Technology,Phones,"Apple Smart Phone, Cordless",1272.6,2,0.0,470.82,131.83,High,4,3,Medium
24477,IN-2014-15662,2014-01-29,2014-02-03,Standard Class,LB-16795,Laurel Beltran,Home Office,Pune,Maharashtra,India,,APAC,Central Asia,TEC-MA-10003492,Technology,Machines,"Okidata Printer, Wireless",1611.0,6,0.0,64.44,125.54,Medium,5,2,Medium
30754,ID-2014-82463,2014-01-29,2014-02-02,Second Class,PK-19075,Pete Kriz,Consumer,Dunedin,Otago,New Zealand,,APAC,Oceania,TEC-CO-10004756,Technology,Copiers,"Sharp Wireless Fax, Digital",853.344,4,0.4,-42.696,91.22,Medium,4,2,Medium
39662,CA-2014-157273,2014-01-31,2014-02-03,First Class,SZ-20035,Sam Zeldin,Home Office,Seattle,Washington,United States,98105.0,US,West,TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,604.768,4,0.2,60.4768,82.91,High,3,4,Fast
47536,MO-2014-5660,2014-01-29,2014-02-01,Second Class,MC-7590,Matt Collister,Corporate,Rabat,Rabat-Salé-Zemmour-Zaer,Morocco,,Africa,Africa,TEC-MEM-10004524,Technology,Accessories,"Memorex Memory Card, Programmable",415.08,4,0.0,58.08,80.8,Critical,3,2,Fast
13909,ES-2014-1771479,2014-01-28,2014-01-29,First Class,LS-17245,Lynn Smith,Consumer,Chaville,Ile-de-France,France,,EU,Central,TEC-CO-10001795,Technology,Copiers,"Sharp Personal Copier, High-Speed",301.41,3,0.15,92.16,78.45,High,1,1,Fast
22424,IN-2014-66062,2014-01-28,2014-02-01,Standard Class,RB-19705,Roger Barcio,Home Office,Zhuhai,Guangdong,China,,APAC,North Asia,FUR-CH-10001203,Furniture,Chairs,"Novimex Steel Folding Chair, Set of Two",506.88,6,0.0,20.16,68.57,High,4,1,Medium
22152,ID-2014-22410,2014-01-31,2014-02-04,Second Class,MY-17380,Maribeth Yedwab,Corporate,Semarang,Jawa Tengah,Indonesia,,APAC,Southeast Asia,OFF-AP-10002283,Office Supplies,Appliances,"Hoover Toaster, Silver",490.3059,7,0.17,70.7259,65.63,High,4,4,Medium
21129,IN-2014-16705,2014-01-31,2014-02-04,Second Class,SS-20515,Shirley Schmidt,Home Office,Guangzhou,Guangdong,China,,APAC,North Asia,FUR-FU-10001746,Furniture,Furnishings,"Advantus Stacking Tray, Durable",316.44,12,0.0,117.0,58.77,High,4,4,Medium
44399,IR-2014-8140,2014-01-30,2014-01-30,Same Day,SC-10725,Steven Cartwright,Consumer,Gorgan,Golestan,Iran,,EMEA,EMEA,OFF-TEN-10000794,Office Supplies,Storage,"Tenex Shelving, Wire Frame",644.76,12,0.0,77.04,57.66,Medium,0,3,
22426,IN-2014-66062,2014-01-28,2014-02-01,Standard Class,RB-19705,Roger Barcio,Home Office,Zhuhai,Guangdong,China,,APAC,North Asia,FUR-CH-10002626,Furniture,Chairs,"Hon Steel Folding Chair, Adjustable",335.64,4,0.0,164.4,57.37,High,4,1,Medium
17489,ES-2014-5440852,2014-01-30,2014-01-30,Same Day,MM-17260,Magdelene Morse,Consumer,Berlin,Berlin,Germany,,EU,Central,TEC-CO-10001628,Technology,Copiers,"Sharp Personal Copier, Digital",323.028,3,0.1,143.568,50.53,High,0,3,
38074,US-2014-166037,2014-01-29,2014-02-02,Standard Class,CL-12700,Craig Leslie,Home Office,New York City,New York,United States,10009.0,US,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,449.91,9,0.0,157.4685,50.07,Medium,4,2,Medium
22425,IN-2014-66062,2014-01-28,2014-02-01,Standard Class,RB-19705,Roger Barcio,Home Office,Zhuhai,Guangdong,China,,APAC,North Asia,FUR-BO-10000071,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Metal",336.6,2,0.0,158.16,46.84,High,4,1,Medium
27535,IN-2014-27303,2014-01-30,2014-02-03,Standard Class,RA-19885,Ruben Ausman,Corporate,Beijing,Beijing,China,,APAC,North Asia,FUR-BO-10002390,Furniture,Bookcases,"Ikea Library with Doors, Metal",362.85,1,0.0,32.64,44.07,High,4,3,Medium
49063,EG-2014-7490,2014-01-27,2014-02-03,Standard Class,CS-2460,Chuck Sachs,Consumer,Tahta,Suhaj,Egypt,,Africa,Africa,FUR-LES-10000874,Furniture,Tables,"Lesro Computer Table, Fully Assembled",428.34,1,0.0,137.04,42.63,Medium,7,0,Medium
32711,CA-2014-115994,2014-01-29,2014-02-01,Second Class,BT-11305,Beth Thompson,Home Office,Costa Mesa,California,United States,92627.0,US,West,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,239.97,3,0.0,26.3967,42.11,High,3,2,Fast
15009,ES-2014-2243017,2014-01-30,2014-02-05,Standard Class,LR-16915,Lena Radford,Consumer,Milan,Lombardy,Italy,,EU,South,TEC-AC-10000712,Technology,Accessories,"Enermax Router, Programmable",519.66,2,0.0,213.06,35.54,Medium,6,3,Medium
22428,IN-2014-66062,2014-01-28,2014-02-01,Standard Class,RB-19705,Roger Barcio,Home Office,Zhuhai,Guangdong,China,,APAC,North Asia,TEC-MA-10002871,Technology,Machines,"Panasonic Receipt Printer, Red",354.15,3,0.0,109.71,34.41,High,4,1,Medium
17355,ES-2014-4710352,2014-01-28,2014-01-30,First Class,KW-16435,Katrina Willman,Consumer,Rennes,Brittany,France,,EU,Central,FUR-BO-10001621,Furniture,Bookcases,"Dania Stackable Bookrack, Traditional",217.89,2,0.1,77.43,33.57,Medium,2,1,Fast
19721,IT-2014-4157324,2014-01-29,2014-02-02,Standard Class,KW-16435,Katrina Willman,Consumer,Le Havre,Upper Normandy,France,,EU,Central,TEC-PH-10002597,Technology,Phones,"Apple Signal Booster, with Caller ID",464.61,4,0.15,-32.91,33.25,Medium,4,2,Medium
19130,ES-2014-1666545,2014-01-29,2014-02-04,Standard Class,TS-21085,Thais Sissman,Consumer,Aubervilliers,Ile-de-France,France,,EU,Central,OFF-ST-10003102,Office Supplies,Storage,"Rogers Lockers, Single Width",380.97,2,0.1,143.91,32.88,Medium,6,2,Medium
19178,ES-2014-1530779,2014-02-01,2014-02-07,Standard Class,JM-15535,Jessica Myrick,Consumer,Milan,Lombardy,Italy,,EU,South,OFF-ST-10003153,Office Supplies,Storage,"Tenex File Cart, Single Width",484.596,6,0.4,56.376,32.52,Medium,6,5,Medium
15010,ES-2014-2243017,2014-01-30,2014-02-05,Standard Class,LR-16915,Lena Radford,Consumer,Milan,Lombardy,Italy,,EU,South,TEC-AC-10003518,Technology,Accessories,"Logitech Router, USB",495.06,2,0.0,59.4,30.52,Medium,6,3,Medium
26190,ID-2014-23201,2014-01-31,2014-02-05,Standard Class,SG-20890,Susan Gilcrest,Corporate,Wollongong,New South Wales,Australia,,APAC,Oceania,FUR-BO-10001934,Furniture,Bookcases,"Bush Library with Doors, Metal",654.804,2,0.1,-14.556,30.47,Medium,5,4,Medium
44322,NI-2014-8880,2014-01-29,2014-01-29,Same Day,TC-10980,Tamara Chand,Corporate,Aba,Abia,Nigeria,,Africa,Africa,TEC-CIS-10001717,Technology,Phones,"Cisco Smart Phone, with Caller ID",196.272,1,0.7,-170.118,30.21,High,0,2,
27536,IN-2014-27303,2014-01-30,2014-02-03,Standard Class,RA-19885,Ruben Ausman,Corporate,Beijing,Beijing,China,,APAC,North Asia,FUR-FU-10000921,Furniture,Furnishings,"Advantus Door Stop, Erganomic",174.6,4,0.0,15.6,30.15,High,4,3,Medium
36781,CA-2014-148999,2014-01-31,2014-02-05,Standard Class,EB-13870,Emily Burns,Consumer,Miami,Florida,United States,33142.0,US,South,FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",419.136,4,0.2,-68.1096,29.66,Medium,5,4,Medium
13908,ES-2014-1771479,2014-01-28,2014-01-29,First Class,LS-17245,Lynn Smith,Consumer,Chaville,Ile-de-France,France,,EU,Central,OFF-ST-10000095,Office Supplies,Storage,"Fellowes File Cart, Industrial",248.022,2,0.1,8.262,28.06,High,1,1,Fast
7433,MX-2014-147599,2014-01-31,2014-02-03,First Class,CS-12505,Cindy Stewart,Consumer,San Cristóbal de Las Casas,Chiapas,Mexico,,LATAM,North,FUR-CH-10004993,Furniture,Chairs,"Hon Swivel Stool, Black",257.952,3,0.2,22.512,27.91,Medium,3,4,Fast
46890,IS-2014-2320,2014-01-29,2014-02-04,Standard Class,DK-2835,Damala Kotsonis,Corporate,Hadera,Haifa,Israel,,EMEA,EMEA,OFF-TEN-10003089,Office Supplies,Storage,"Tenex File Cart, Blue",266.4,2,0.0,47.94,27.34,Medium,6,2,Medium
19131,ES-2014-1666545,2014-01-29,2014-02-04,Standard Class,TS-21085,Thais Sissman,Consumer,Aubervilliers,Ile-de-France,France,,EU,Central,TEC-MA-10000753,Technology,Machines,"Epson Printer, Red",441.609,2,0.15,31.149,27.17,Medium,6,2,Medium
8075,MX-2014-132444,2014-01-27,2014-02-02,Standard Class,RA-19285,Ralph Arnett,Consumer,Manzanillo,Colima,Mexico,,LATAM,North,TEC-AC-10001311,Technology,Accessories,"Belkin Keyboard, Erganomic",381.22,7,0.0,175.28,27.17,Medium,6,0,Medium
