Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,DeliveryTime,Order_DayOfWeek,DeliverySpeed
16161,ES-2012-4621754,2012-07-23,2012-07-28,Standard Class,BH-11710,Brosina Hoffman,Consumer,Berlin,Berlin,Germany,,EU,Central,TEC-PH-10002623,Technology,Phones,"Cisco Smart Phone, with Caller ID",2944.08,5,0.1,1112.13,376.58,High,5,0,Medium
51062,ZA-2012-3540,2012-07-23,2012-07-26,Second Class,KM-6375,Katherine Murray,Home Office,Chililabombwe,Copperbelt,Zambia,,Africa,Africa,TEC-SHA-10001309,Technology,Copiers,"Sharp Fax Machine, Digital",1181.16,4,0.0,0.0,159.27,High,3,0,Fast
6638,MX-2012-130652,2012-07-27,2012-07-31,Standard Class,AP-10720,Anne Pryor,Home Office,Brasília,Federal District,Brazil,,LATAM,South,FUR-CH-10000885,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",1532.1,5,0.0,444.3,157.41,High,4,4,Medium
16502,ES-2012-1439531,2012-07-23,2012-07-27,Standard Class,DB-13660,Duane Benoit,Consumer,Madrid,Madrid,Spain,,EU,South,TEC-AC-10001258,Technology,Accessories,"Belkin Router, Erganomic",1282.8,5,0.0,602.85,87.84,Medium,4,0,Medium
16504,ES-2012-1439531,2012-07-23,2012-07-27,Standard Class,DB-13660,Duane Benoit,Consumer,Madrid,Madrid,Spain,,EU,South,OFF-AP-10003184,Office Supplies,Appliances,"KitchenAid Stove, Silver",1141.8,2,0.0,411.0,71.96,Medium,4,0,Medium
5067,MX-2012-162411,2012-07-25,2012-07-31,Standard Class,BH-11710,Brosina Hoffman,Consumer,São Bernardo do Campo,São Paulo,Brazil,,LATAM,South,OFF-AP-10000179,Office Supplies,Appliances,"Breville Refrigerator, Red",1731.1,5,0.0,17.3,67.24,Medium,6,2,Medium
4676,MX-2012-134215,2012-07-24,2012-07-27,Second Class,EB-13930,Eric Barreto,Consumer,Nueva Gerona,Isla de la Juventud,Cuba,,LATAM,Caribbean,TEC-PH-10000577,Technology,Phones,"Samsung Headset, Cordless",354.9,7,0.0,99.26,65.59,High,3,1,Fast
44423,EG-2012-8380,2012-07-26,2012-07-31,Standard Class,BF-1080,Bart Folk,Consumer,Cairo,Al Qahirah,Egypt,,Africa,Africa,FUR-SAF-10004173,Furniture,Bookcases,"Safco Corner Shelving, Traditional",896.76,6,0.0,161.28,61.89,Medium,5,3,Medium
6639,MX-2012-130652,2012-07-27,2012-07-31,Standard Class,AP-10720,Anne Pryor,Home Office,Brasília,Federal District,Brazil,,LATAM,South,TEC-CO-10002201,Technology,Copiers,"Sharp Ink, Color",251.1966,3,0.002,32.1966,53.3,High,4,4,Medium
38240,CA-2012-139248,2012-07-25,2012-07-30,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,Los Angeles,California,United States,90032.0,US,West,TEC-PH-10004094,Technology,Phones,Motorola L703CM,623.96,5,0.2,38.9975,52.63,Medium,5,2,Medium
2259,MX-2012-146031,2012-07-27,2012-08-01,Second Class,BD-11770,Bryan Davis,Consumer,Gómez Palacio,Durango,Mexico,,LATAM,North,TEC-CO-10000296,Technology,Copiers,"Canon Fax and Copier, Digital",762.39216,6,0.002,288.75216,36.49,Medium,5,4,Medium
37796,CA-2012-103135,2012-07-24,2012-07-28,Standard Class,SS-20515,Shirley Schmidt,Home Office,Louisville,Kentucky,United States,40214.0,US,South,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,279.86,14,0.0,64.3678,33.44,High,4,1,Medium
