Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,DeliveryTime,Order_DayOfWeek,DeliverySpeed
31696,CA-2013-108987,2013-09-09,2013-09-11,Second Class,AG-10675,Anna Gayman,Consumer,Houston,Texas,United States,77036.0,US,Central,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656,4,0.32,-317.1528,469.16,Critical,2,0,Fast
29513,ID-2013-12295,2013-09-14,2013-09-14,Same Day,SN-20560,Skye Norling,Home Office,Lahore,Punjab,Pakistan,,APAC,Central Asia,TEC-PH-10002991,Technology,Phones,"Apple Smart Phone, Full Size",3499.155,11,0.5,-3009.435,333.1,Medium,0,5,
11991,IT-2013-4559122,2013-09-10,2013-09-15,Second Class,AM-10705,Anne McFarland,Consumer,Zurich,Zürich,Switzerland,,EU,Central,FUR-CH-10000546,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",2380.5,5,0.0,952.2,301.73,Medium,5,1,Medium
28076,IN-2013-16999,2013-09-09,2013-09-09,Same Day,AM-10705,Anne McFarland,Consumer,Manila,National Capital,Philippines,,APAC,Southeast Asia,TEC-CO-10000447,Technology,Copiers,"Canon Wireless Fax, Color",1482.39,6,0.35,68.31,290.69,High,0,0,
20851,IN-2013-71333,2013-09-13,2013-09-13,Same Day,JE-15610,Jim Epp,Corporate,Amravati,Maharashtra,India,,APAC,Central Asia,TEC-PH-10004006,Technology,Phones,"Nokia Audio Dock, Full Size",840.15,5,0.0,260.4,286.67,Critical,0,4,
28329,IN-2013-27247,2013-09-11,2013-09-16,Standard Class,LB-16795,Laurel Beltran,Home Office,Thanjavur,Tamil Nadu,India,,APAC,Central Asia,TEC-CO-10003087,Technology,Copiers,"Canon Wireless Fax, Laser",3407.94,9,0.0,613.17,193.81,Medium,5,2,Medium
28965,IN-2013-25574,2013-09-12,2013-09-15,First Class,SM-20905,Susan MacKendrick,Consumer,Lismore,New South Wales,Australia,,APAC,Oceania,FUR-BO-10003301,Furniture,Bookcases,"Dania Floating Shelf Set, Metal",911.574,6,0.1,101.214,184.8,Medium,3,3,Fast
31291,IN-2013-82673,2013-09-10,2013-09-14,Standard Class,EM-13810,Eleni McCrary,Corporate,Wellington,Wellington,New Zealand,,APAC,Oceania,TEC-CO-10002678,Technology,Copiers,"Brother Wireless Fax, High-Speed",1508.04,4,0.0,437.28,173.02,High,4,1,Medium
42730,PL-2013-7190,2013-09-14,2013-09-16,Second Class,BN-1470,Brad Norvell,Corporate,Katowice,Silesia,Poland,,EMEA,EMEA,FUR-DAN-10002314,Furniture,Bookcases,"Dania Stackable Bookrack, Traditional",968.4,8,0.0,406.56,172.29,Critical,2,5,Fast
24387,IN-2013-75001,2013-09-14,2013-09-21,Standard Class,BN-11470,Brad Norvell,Corporate,Tianjin,Tianjin,China,,APAC,North Asia,TEC-CO-10000663,Technology,Copiers,"HP Fax Machine, High-Speed",1490.7,5,0.0,104.25,159.5,Medium,7,5,Medium
20349,IN-2013-34702,2013-09-13,2013-09-18,Standard Class,EM-13960,Eric Murdock,Consumer,Adelaide,South Australia,Australia,,APAC,Oceania,FUR-BO-10004806,Furniture,Bookcases,"Safco Corner Shelving, Traditional",1210.626,9,0.1,376.596,148.38,High,5,4,Medium
35936,CA-2013-102162,2013-09-12,2013-09-17,Standard Class,JF-15565,Jill Fjeld,Consumer,Newport News,Virginia,United States,23602.0,US,South,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,1599.92,8,0.0,751.9624,138.76,Medium,5,3,Medium
20354,IN-2013-34702,2013-09-13,2013-09-18,Standard Class,EM-13960,Eric Murdock,Consumer,Adelaide,South Australia,Australia,,APAC,Oceania,TEC-CO-10003393,Technology,Copiers,"Sharp Personal Copier, Digital",969.084,9,0.1,-75.546,133.56,High,5,4,Medium
10984,ES-2013-4398455,2013-09-09,2013-09-14,Standard Class,PO-18865,Patrick O'Donnell,Consumer,Catania,Sicily,Italy,,EU,South,OFF-AP-10000864,Office Supplies,Appliances,"Hamilton Beach Refrigerator, Black",1998.24,4,0.0,359.64,119.0,Medium,5,0,Medium
49021,SF-2013-9550,2013-09-10,2013-09-14,Standard Class,CA-2775,Cynthia Arntzen,Consumer,Pretoria,Gauteng,South Africa,,Africa,Africa,OFF-TEN-10003089,Office Supplies,Storage,"Tenex File Cart, Blue",532.8,4,0.0,95.88,111.26,High,4,1,Medium
33791,CA-2013-146206,2013-09-11,2013-09-15,Second Class,KT-16480,Kean Thornton,Consumer,Houston,Texas,United States,77095.0,US,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,719.96,5,0.2,53.997,107.79,High,4,2,Medium
8632,MX-2013-130302,2013-09-10,2013-09-14,Standard Class,SF-20965,Sylvia Foulston,Corporate,Goiânia,Goiás,Brazil,,LATAM,South,TEC-AC-10002257,Technology,Accessories,"Enermax Router, Bluetooth",1205.54,7,0.0,204.82,107.33,High,4,1,Medium
28689,IN-2013-47393,2013-09-11,2013-09-14,First Class,MH-17455,Mark Hamilton,Consumer,Bhilai,Chhattisgarh,India,,APAC,Central Asia,TEC-PH-10001884,Technology,Phones,"Nokia Office Telephone, Full Size",664.2,10,0.0,26.4,105.33,High,3,2,Fast
14285,ES-2013-2212734,2013-09-12,2013-09-14,First Class,AJ-10780,Anthony Jacobs,Corporate,Bremen,Bremen,Germany,,EU,Central,FUR-BO-10003779,Furniture,Bookcases,"Ikea Library with Doors, Traditional",654.102,2,0.1,247.062,103.78,Medium,2,3,Fast
24108,IN-2013-49227,2013-09-14,2013-09-21,Standard Class,YC-21895,Yoseph Carroll,Corporate,Xinghua,Jiangsu,China,,APAC,North Asia,FUR-BO-10004665,Furniture,Bookcases,"Bush Classic Bookcase, Mobile",2491.2,6,0.0,1046.16,103.0,Medium,7,5,Medium
14884,ES-2013-2569541,2013-09-11,2013-09-13,Second Class,FC-14335,Fred Chung,Corporate,Vicenza,Veneto,Italy,,EU,South,OFF-EN-10002723,Office Supplies,Envelopes,"Cameo Interoffice Envelope, with clear poly window",254.85,5,0.0,12.6,102.71,Critical,2,2,Fast
44482,ZA-2013-9740,2013-09-13,2013-09-15,Second Class,DB-2910,Daniel Byrd,Home Office,Ndola,Copperbelt,Zambia,,Africa,Africa,OFF-ELD-10002297,Office Supplies,Storage,"Eldon Lockers, Blue",395.82,2,0.0,39.54,100.06,Critical,2,4,Fast
20852,IN-2013-71333,2013-09-13,2013-09-13,Same Day,JE-15610,Jim Epp,Corporate,Amravati,Maharashtra,India,,APAC,Central Asia,OFF-ST-10002292,Office Supplies,Storage,"Fellowes Lockers, Single Width",414.72,2,0.0,8.28,95.56,Critical,0,4,
12338,ES-2013-5957121,2013-09-14,2013-09-15,First Class,RH-19495,Rick Hansen,Consumer,Pamplona,Navarra,Spain,,EU,South,FUR-CH-10003249,Furniture,Chairs,"Office Star Steel Folding Chair, Black",714.24,10,0.2,-178.56,89.85,Medium,1,5,Fast
44483,ZA-2013-9740,2013-09-13,2013-09-15,Second Class,DB-2910,Daniel Byrd,Home Office,Ndola,Copperbelt,Zambia,,Africa,Africa,OFF-JIF-10003976,Office Supplies,Envelopes,"Jiffy Mailers, with clear poly window",244.26,6,0.0,122.04,88.14,Critical,2,4,Fast
12337,ES-2013-5957121,2013-09-14,2013-09-15,First Class,RH-19495,Rick Hansen,Consumer,Pamplona,Navarra,Spain,,EU,South,TEC-AC-10003666,Technology,Accessories,"Memorex Router, Bluetooth",1231.05,5,0.0,467.7,87.44,Medium,1,5,Fast
3988,US-2013-111752,2013-09-15,2013-09-17,Second Class,LC-16870,Lena Cacioppo,Consumer,Charallave,Miranda,Venezuela,,LATAM,South,FUR-BO-10002214,Furniture,Bookcases,"Dania Floating Shelf Set, Traditional",406.44,6,0.4,-264.24,86.11,High,2,6,Fast
13795,ES-2013-1820946,2013-09-10,2013-09-14,Standard Class,CT-11995,Carol Triggs,Consumer,Murcia,Murcia,Spain,,EU,South,TEC-AC-10003327,Technology,Accessories,"Logitech Keyboard, Erganomic",632.34,9,0.0,56.7,85.05,High,4,1,Medium
21610,IN-2013-49612,2013-09-11,2013-09-15,Standard Class,ME-17320,Maria Etezadi,Home Office,Melbourne,Victoria,Australia,,APAC,Oceania,TEC-CO-10000791,Technology,Copiers,"Sharp Personal Copier, Laser",864.0,8,0.1,259.2,81.13,High,4,2,Medium
19652,ES-2013-4762189,2013-09-12,2013-09-18,Standard Class,SC-20230,Scot Coram,Corporate,Langen,Lower Saxony,Germany,,EU,Central,FUR-CH-10003499,Furniture,Chairs,"SAFCO Swivel Stool, Red",755.73,5,0.1,335.88,76.74,Low,6,3,Medium
29810,IN-2013-59160,2013-09-09,2013-09-09,Same Day,JH-15820,John Huston,Consumer,Gold Coast,Queensland,Australia,,APAC,Oceania,FUR-BO-10000203,Furniture,Bookcases,"Sauder Library with Doors, Metal",696.762,2,0.1,247.722,75.27,High,0,0,
38141,CA-2013-123946,2013-09-13,2013-09-18,Standard Class,AJ-10795,Anthony Johnson,Corporate,Springfield,Virginia,United States,22153.0,US,South,FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,1059.12,4,0.0,307.1448,75.16,Medium,5,4,Medium
